DOMESTIC MONTHLY REPORT INDUSTRY TOTALS (see definitions),,,,,,,,,,,,,,,,,,,,,
CITY PAIR STATISTICS :  TRAFFIC ON BOARD BY STAGES,,,,,,,,,,,,,,,,,,,,,
REPORT PERIOD FROM 1 JULY 1994 TO JUNE 2004,,,,,,,,,,,,,,,,,,,,,
Traffic covers both directions of each city pair.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Monthly totals,,,,,,,,,,,,Moving annual totals,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City Pair Route,,Year,Month,Revenue,Aircraft,Rev Pax,Distance,RPKs,ASKs,Seats,,Revenue,Aircraft,Rev Pax,,RPKs,ASKs,Seats,,,
Industry Domestic/Regional,,,,Passengers,Trips,LF %,GC (klm),,,,,Passengers,Trips,LF %,,,,,,,
ABX,SYD,1994,7,"9,582",328,69.9,452,"4,331,064","6,196,016","13,708",,,,,,,,,,Albury - Sydney,
ABX,SYD,1994,8,"9,831",334,71.2,452,"4,443,612","6,244,380","13,815",,,,,,,,,,Albury - Sydney,
ABX,SYD,1994,9,"10,210",340,71.3,452,"4,614,920","6,472,188","14,319",,,,,,,,,,Albury - Sydney,
ABX,SYD,1994,10,"10,542",367,69.0,452,"4,764,984","6,909,724","15,287",,,,,,,,,,Albury - Sydney,
ABX,SYD,1994,11,"9,409",334,67.6,452,"4,252,868","6,289,580","13,915",,,,,,,,,,Albury - Sydney,
ABX,SYD,1994,12,"9,472",359,63.4,452,"4,281,344","6,748,812","14,931",,,,,,,,,,Albury - Sydney,
ABX,SYD,1995,1,"7,704",329,59.6,452,"3,482,208","5,843,908","12,929",,,,,,,,,,Albury - Sydney,
ABX,SYD,1995,2,"8,137",322,61.1,452,"3,677,924","6,018,832","13,316",,,,,,,,,,Albury - Sydney,
ABX,SYD,1995,3,"9,600",339,67.9,452,"4,339,200","6,387,212","14,131",,,,,,,,,,Albury - Sydney,
ABX,SYD,1995,4,"9,600",352,66.5,452,"4,339,200","6,523,264","14,432",,,,,,,,,,Albury - Sydney,
ABX,SYD,1995,5,"9,155",342,64.1,452,"4,138,060","6,459,984","14,292",,,,,,,,,,Albury - Sydney,
ABX,SYD,1995,6,"9,603",374,62.6,452,"4,340,556","6,939,104","15,352",,"627,641","6,833",66.5,,"716,704,143","1,078,045,152","968,542",,Albury - Sydney,
ABX,SYD,1995,7,"9,496",376,62.1,452,"4,292,192","6,911,532","15,291",,"635,716","6,792",67.1,,"715,059,942","1,065,030,932","956,464",,Albury - Sydney,
ABX,SYD,1995,8,"9,941",436,66.2,452,"4,493,332","6,789,492","15,021",,"708,269","7,124",71.4,,"808,069,357","1,132,211,296","1,015,698",,Albury - Sydney,
ABX,SYD,1995,9,"10,165",421,70.2,452,"4,594,580","6,543,604","14,477",,"730,726","7,407",73.6,,"821,506,873","1,116,064,110","1,006,559",,Albury - Sydney,
ABX,SYD,1995,10,"9,914",435,66.1,452,"4,481,128","6,775,480","14,990",,"749,331","7,309",76.8,,"860,485,696","1,120,112,935","1,003,472",,Albury - Sydney,
ABX,SYD,1995,11,"9,833",420,67.9,452,"4,444,516","6,541,344","14,472",,"789,216","7,589",78.3,,"920,840,632","1,175,340,898","1,044,587",,Albury - Sydney,
ABX,SYD,1995,12,"8,982",401,65.2,452,"4,059,864","6,226,752","13,776",,"753,381","7,288",76.2,,"847,907,331","1,112,710,855","987,345",,Albury - Sydney,
ABX,SYD,1996,1,"9,316",358,82.0,452,"4,210,832","5,134,268","11,359",,"754,869","7,378",76.8,,"885,913,067","1,152,840,319","1,006,284",,Albury - Sydney,
ABX,SYD,1996,2,"8,694",373,69.5,452,"3,929,688","5,657,684","12,517",,"804,006","7,419",81.3,,"964,796,612","1,186,772,981","1,023,783",,Albury - Sydney,
ABX,SYD,1996,3,"9,742",416,68.1,452,"4,403,384","6,469,928","14,314",,"706,812","7,124",74.0,,"800,275,359","1,081,591,280","960,770",,Albury - Sydney,
ABX,SYD,1996,4,"8,877",361,71.4,452,"4,012,404","5,623,332","12,441",,"756,708","7,549",74.8,,"869,351,104","1,162,499,608","1,027,831",,Albury - Sydney,
ABX,SYD,1996,5,"9,099",426,62.1,452,"4,112,748","6,617,732","14,641",,"747,453","7,250",76.5,,"868,818,372","1,136,444,520","1,006,889",,Albury - Sydney,
ABX,SYD,1996,6,"9,589",405,69.1,452,"4,334,228","6,276,020","13,885",,"697,915","7,392",69.3,,"791,058,815","1,141,469,998","1,008,562",,Albury - Sydney,
ABX,SYD,1996,7,"10,653",426,72.6,452,"4,815,156","6,634,456","14,678",,"699,352","7,249",70.2,,"786,890,460","1,121,703,597","988,825",,Albury - Sydney,
ABX,SYD,1996,8,"10,427",427,70.7,452,"4,713,004","6,661,576","14,738",,"753,723","7,772",71.0,,"867,725,733","1,221,713,326","1,080,621",,Albury - Sydney,
ABX,SYD,1996,9,"10,070",411,70.8,452,"4,551,640","6,432,412","14,231",,"739,982","7,655",70.2,,"859,324,633","1,223,668,591","1,075,443",,Albury - Sydney,
ABX,SYD,1996,10,"10,394",422,73.3,452,"4,698,088","6,412,072","14,186",,"799,056","7,716",76.0,,"944,860,347","1,242,992,070","1,088,527",,Albury - Sydney,
ABX,SYD,1996,11,"9,398",413,67.1,452,"4,247,896","6,330,260","14,005",,"814,898","7,956",75.4,,"955,511,624","1,266,897,675","1,114,776",,Albury - Sydney,
ABX,SYD,1996,12,"9,382",399,69.5,452,"4,240,664","6,097,932","13,491",,"764,408","7,469",73.1,,"885,856,842","1,212,202,569","1,047,034",,Albury - Sydney,
ABX,SYD,1997,1,"8,558",351,70.9,452,"3,868,216","5,452,928","12,064",,"779,480","7,658",76.3,,"944,319,611","1,236,968,597","1,057,819",,Albury - Sydney,
ABX,SYD,1997,2,"8,165",356,66.6,452,"3,690,580","5,542,424","12,262",,"795,644","7,670",78.9,,"978,914,927","1,241,002,918","1,048,567",,Albury - Sydney,
ABX,SYD,1997,3,"9,702",405,69.6,452,"4,385,304","6,301,784","13,942",,"708,343","7,096",73.9,,"815,804,921","1,104,221,020","959,588",,Albury - Sydney,
ABX,SYD,1997,4,"9,732",402,70.6,452,"4,398,864","6,231,272","13,786",,"764,314","7,440",75.7,,"900,000,380","1,189,283,073","1,026,389",,Albury - Sydney,
ABX,SYD,1997,5,"9,330",416,65.2,452,"4,217,160","6,467,668","14,309",,"752,640","7,281",76.9,,"895,051,240","1,164,539,993","1,008,669",,Albury - Sydney,
ABX,SYD,1997,6,"9,299",400,67.9,452,"4,203,148","6,189,688","13,694",,"684,929","7,124",69.7,,"802,792,737","1,152,108,636","988,819",,Albury - Sydney,
ABX,SYD,1997,7,"9,772",417,68.3,452,"4,416,944","6,469,476","14,313",,"681,233","6,931",69.4,,"784,971,745","1,131,881,536","970,792",,Albury - Sydney,
ABX,SYD,1997,8,"10,713",414,74.8,452,"4,842,276","6,469,476","14,313",,"769,789","7,619",72.8,,"902,517,339","1,239,503,314","1,070,293",,Albury - Sydney,
ABX,SYD,1997,9,"10,136",403,73.3,452,"4,581,472","6,252,968","13,834",,"751,246","7,388",72.3,,"871,335,029","1,205,996,474","1,037,086",,Albury - Sydney,
ABX,SYD,1997,10,"10,414",416,72.6,452,"4,707,128","6,481,680","14,340",,"777,475","7,370",76.4,,"927,699,629","1,213,581,441","1,038,091",,Albury - Sydney,
ABX,SYD,1997,11,"9,484",398,69.3,452,"4,286,768","6,189,688","13,694",,"828,908","7,614",79.0,,"985,265,945","1,246,675,069","1,076,700",,Albury - Sydney,
ABX,SYD,1997,12,"9,469",403,68.8,452,"4,279,988","6,224,492","13,771",,"760,627","7,110",76.4,,"886,933,796","1,160,388,081","1,001,825",,Albury - Sydney,
ABX,SYD,1998,1,"8,557",409,61.4,452,"3,867,764","6,300,428","13,939",,"760,618","7,231",77.7,,"926,352,520","1,192,354,570","1,009,901",,Albury - Sydney,
ABX,SYD,1998,2,"8,470",383,64.9,452,"3,828,440","5,900,860","13,055",,"801,594","7,238",81.6,,"1,004,541,191","1,230,993,579","1,018,272",,Albury - Sydney,
ABX,SYD,1998,3,"9,425",424,64.8,452,"4,260,100","6,578,860","14,555",,"708,351","7,004",76.1,,"814,092,912","1,069,425,262","933,352",,Albury - Sydney,
ABX,SYD,1998,4,"9,392",404,67.7,452,"4,245,184","6,274,212","13,881",,"775,656","7,323",77.0,,"918,466,849","1,192,288,539","1,032,508",,Albury - Sydney,
ABX,SYD,1998,5,"9,404",424,64.9,452,"4,250,608","6,546,768","14,484",,"758,332","7,070",78.7,,"910,454,643","1,157,232,780","999,422",,Albury - Sydney,
ABX,SYD,1998,6,"9,279",410,66.3,452,"4,194,108","6,327,548","13,999",,"711,224","7,193",72.0,,"840,235,860","1,166,748,982","1,000,003",,Albury - Sydney,
ABX,SYD,1998,7,"10,533",428,71.8,452,"4,760,916","6,629,484","14,667",,"699,831","7,069",71.3,,"807,427,836","1,131,651,086","974,661",,Albury - Sydney,
ABX,SYD,1998,8,"10,349",419,72.3,452,"4,677,748","6,470,380","14,315",,"775,188","7,473",74.2,,"925,093,071","1,246,878,374","1,070,289",,Albury - Sydney,
ABX,SYD,1998,9,"9,650",413,68.2,452,"4,361,800","6,398,512","14,156",,"742,294","7,176",72.1,,"880,210,624","1,221,423,444","1,038,544",,Albury - Sydney,
ABX,SYD,1998,10,"9,823",421,68.3,452,"4,439,996","6,498,404","14,377",,"774,208","7,224",75.9,,"934,956,528","1,231,584,776","1,052,566",,Albury - Sydney,
ABX,SYD,1998,11,"9,175",411,65.2,452,"4,147,100","6,358,736","14,068",,"834,015","7,427",80.2,,"1,000,735,620","1,247,987,991","1,067,750",,Albury - Sydney,
ABX,SYD,1998,12,"8,606",414,60.6,452,"3,889,912","6,415,688","14,194",,"771,852","7,423",76.9,,"907,866,337","1,180,060,337","1,014,330",,Albury - Sydney,
ABX,SYD,1999,1,"8,389",415,59.3,452,"3,791,828","6,399,416","14,158",,"775,073","7,147",78.7,,"954,359,335","1,212,226,206","1,010,541",,Albury - Sydney,
ABX,SYD,1999,2,"8,760",390,65.6,452,"3,959,520","6,036,460","13,355",,"797,105","7,042",81.8,,"1,007,806,739","1,232,781,632","986,507",,Albury - Sydney,
ABX,SYD,1999,3,"9,885",439,64.9,452,"4,468,020","6,881,248","15,224",,"721,320","6,931",76.6,,"828,319,338","1,081,488,505","929,559",,Albury - Sydney,
ABX,SYD,1999,4,"9,514",435,64.0,452,"4,300,328","6,722,144","14,872",,"819,088","7,734",78.7,,"958,100,198","1,217,119,738","1,050,799",,Albury - Sydney,
ABX,SYD,1999,5,"9,424",455,59.6,452,"4,259,648","7,143,860","15,805",,"767,744","7,524",77.9,,"926,251,136","1,189,318,212","1,016,605",,Albury - Sydney,
ABX,SYD,1999,6,"9,474",407,66.7,452,"4,282,248","6,417,948","14,199",,"721,805","7,176",71.5,,"849,608,906","1,187,433,897","1,011,840",,Albury - Sydney,
ABX,SYD,1999,7,"10,269",426,69.0,452,"4,641,588","6,723,500","14,875",,"740,658","7,396",72.6,,"845,592,394","1,165,320,301","1,008,427",,Albury - Sydney,
ABX,SYD,1999,8,"10,555",424,71.3,452,"4,770,860","6,695,024","14,812",,"804,841","7,798",75.1,,"953,550,857","1,269,094,125","1,088,570",,Albury - Sydney,
ABX,SYD,1999,9,"10,096",412,70.2,452,"4,563,392","6,500,664","14,382",,"783,042","7,344",72.1,,"911,270,283","1,264,551,684","1,071,556",,Albury - Sydney,
ABX,SYD,1999,10,"10,239",420,69.8,452,"4,628,028","6,625,868","14,659",,"845,613","7,317",79.7,,"1,019,214,411","1,278,135,159","1,080,286",,Albury - Sydney,
ABX,SYD,1999,11,"9,955",412,69.2,452,"4,499,660","6,504,732","14,391",,"883,464","7,510",80.6,,"1,064,308,862","1,319,695,451","1,120,672",,Albury - Sydney,
ABX,SYD,1999,12,"9,304",420,63.6,452,"4,205,408","6,616,828","14,639",,"807,507","7,197",77.4,,"954,280,871","1,233,214,532","1,055,050",,Albury - Sydney,
ABX,SYD,2000,1,"8,708",401,62.5,452,"3,936,016","6,297,264","13,932",,"802,550","7,338",76.8,,"984,477,362","1,281,925,406","1,072,085",,Albury - Sydney,
ABX,SYD,2000,2,"8,785",398,63.6,452,"3,970,820","6,243,024","13,812",,"836,761","7,244",80.7,,"1,053,688,306","1,305,986,174","1,056,349",,Albury - Sydney,
ABX,SYD,2000,3,"10,390",423,70.4,452,"4,696,280","6,667,904","14,752",,"794,526","7,302",76.8,,"913,786,826","1,190,456,395","1,027,816",,Albury - Sydney,
ABX,SYD,2000,4,"9,693",394,70.7,452,"4,381,236","6,196,016","13,708",,"879,875","7,901",79.6,,"1,025,331,153","1,287,763,091","1,119,121",,Albury - Sydney,
ABX,SYD,2000,5,"9,831",418,67.3,452,"4,443,612","6,601,912","14,606",,"815,444","7,221",82.0,,"1,008,875,425","1,230,291,952","1,028,569",,Albury - Sydney,
ABX,SYD,2000,6,"9,440",403,67.0,452,"4,266,880","6,364,160","14,080",,"789,225","7,481",73.6,,"933,851,229","1,268,952,776","1,075,763",,Albury - Sydney,
ABX,SYD,2000,7,"10,244",458,63.9,452,"4,630,288","7,245,560","16,030",,"824,203","8,362",73.5,,"954,824,005","1,298,461,235","1,137,960",,Albury - Sydney,
ABX,SYD,2000,8,"12,360",589,59.5,452,"5,586,720","9,387,136","20,768",,"836,685","8,759",73.0,,"972,387,401","1,331,466,313","1,169,510",,Albury - Sydney,
ABX,SYD,2000,9,"12,912",566,64.2,452,"5,836,224","9,096,952","20,126",,"875,899","8,910",72.1,,"983,608,754","1,364,969,452","1,204,878",,Albury - Sydney,
ABX,SYD,2000,10,"10,926",580,53.1,452,"4,938,552","9,292,216","20,558",,"957,712","8,570",80.4,,"1,120,918,948","1,394,341,677","1,206,318",,Albury - Sydney,
ABX,SYD,2000,11,"10,880",580,53.3,452,"4,917,760","9,229,388","20,419",,"923,861","9,165",77.6,,"1,094,014,255","1,409,720,707","1,238,668",,Albury - Sydney,
ABX,SYD,2000,12,"10,337",564,52.1,452,"4,672,324","8,962,256","19,828",,"898,388","8,308",78.1,,"1,043,019,467","1,335,897,245","1,171,568",,Albury - Sydney,
ABX,SYD,2001,1,"9,611",532,51.7,452,"4,344,172","8,403,584","18,592",,"894,446","8,317",79.1,,"1,086,010,810","1,373,339,768","1,175,728",,Albury - Sydney,
ABX,SYD,2001,2,"9,537",535,50.9,452,"4,310,724","8,473,644","18,747",,"956,288","8,670",84.0,,"1,157,860,240","1,379,116,351","1,183,933",,Albury - Sydney,
ABX,SYD,2001,3,"11,017",595,52.6,452,"4,979,684","9,466,236","20,943",,"800,591","7,926",74.1,,"925,246,241","1,249,444,153","1,114,175",,Albury - Sydney,
ABX,SYD,2001,4,"10,166",556,51.8,452,"4,595,032","8,863,268","19,609",,"936,697","9,433",75.4,,"1,074,280,733","1,424,338,037","1,291,413",,Albury - Sydney,
ABX,SYD,2001,5,"10,707",598,50.7,452,"4,839,564","9,548,952","21,126",,"913,239","8,690",81.2,,"1,063,454,957","1,309,905,145","1,163,328",,Albury - Sydney,
ABX,SYD,2001,6,"9,870",544,51.6,452,"4,461,240","8,644,048","19,124",,"847,062","8,469",72.9,,"979,860,486","1,344,706,399","1,173,467",,Albury - Sydney,
ABX,SYD,2001,7,"10,748",488,62.1,452,"4,858,096","7,822,312","17,306",,"821,146","7,997",75.0,,"962,049,913","1,282,558,031","1,104,163",,Albury - Sydney,
ABX,SYD,2001,8,"10,675",494,61.1,452,"4,825,100","7,901,864","17,482",,"897,902","8,582",74.6,,"1,019,069,742","1,366,613,986","1,198,653",,Albury - Sydney,
ABX,SYD,2001,9,"7,895",323,68.5,452,"3,568,540","5,210,204","11,527",,"867,990","8,575",72.0,,"995,973,799","1,384,244,240","1,214,052",,Albury - Sydney,
ABX,SYD,2001,10,"7,210",370,54.6,452,"3,258,920","5,970,016","13,208",,"741,624","6,524",79.8,,"857,594,256","1,074,886,489","956,590",,Albury - Sydney,
ABX,SYD,2001,11,"8,243",358,65.0,452,"3,725,836","5,732,716","12,683",,"748,136","6,814",77.5,,"877,505,310","1,132,431,701","1,018,968",,Albury - Sydney,
ABX,SYD,2001,12,"7,247",354,58.2,452,"3,275,644","5,628,304","12,452",,"776,070","6,412",77.4,,"903,848,425","1,168,168,352","1,018,252",,Albury - Sydney,
ABX,SYD,2002,1,"5,915",366,45.3,452,"2,673,580","5,907,640","13,070",,"789,980","6,469",80.1,,"978,335,389","1,220,945,180","1,021,951",,Albury - Sydney,
ABX,SYD,2002,2,"7,941",320,59.2,452,"3,589,332","6,063,128","13,414",,"843,830","6,533",82.4,,"1,064,836,561","1,292,928,152","1,034,872",,Albury - Sydney,
ABX,SYD,2002,3,"8,741",340,60.0,452,"3,950,932","6,587,900","14,575",,"762,595","6,143",78.1,,"941,050,768","1,204,779,088","969,765",,Albury - Sydney,
ABX,SYD,2002,4,"8,470",336,56.8,452,"3,828,440","6,737,060","14,905",,"799,474","5,950",86.3,,"952,310,231","1,103,545,700","948,943",,Albury - Sydney,
ABX,SYD,2002,5,"9,419",349,60.8,452,"4,257,388","7,003,740","15,495",,"751,534","6,087",78.6,,"892,514,210","1,136,227,327","961,759",,Albury - Sydney,
ABX,SYD,2002,6,"8,420",329,57.4,452,"3,805,840","6,631,744","14,672",,"732,048","6,101",77.8,,"845,242,723","1,085,792,599","947,810",,Albury - Sydney,
ABX,SYD,2002,7,"9,623",407,55.2,452,"4,349,596","7,885,140","17,445",,"705,869","6,300",73.6,,"809,723,098","1,100,005,392","949,298",,Albury - Sydney,
ABX,SYD,2002,8,"10,030",400,58.8,452,"4,533,560","7,714,284","17,067",,"812,597","6,992",78.8,,"965,920,792","1,225,287,918","1,052,117",,Albury - Sydney,
ABX,SYD,2002,9,"9,093",402,53.2,452,"4,110,036","7,732,364","17,107",,"793,439","6,860",77.3,,"932,114,756","1,205,431,858","1,029,428",,Albury - Sydney,
ABX,SYD,2002,10,"9,642",412,54.8,452,"4,358,184","7,950,680","17,590",,"811,697","7,077",78.9,,"971,067,694","1,230,440,476","1,033,259",,Albury - Sydney,
ABX,SYD,2002,11,"9,518",388,57.9,452,"4,302,136","7,436,304","16,452",,"885,432","7,444",82.8,,"1,078,872,033","1,302,518,144","1,093,445",,Albury - Sydney,
ABX,SYD,2002,12,"8,299",365,55.6,452,"3,751,148","6,740,676","14,913",,"810,311","7,022",78.8,,"965,540,801","1,225,533,177","1,016,730",,Albury - Sydney,
ABX,SYD,2003,1,"6,623",334,54.9,452,"2,993,596","5,456,996","12,073",,"847,841","7,249",80.2,,"1,070,481,411","1,334,303,355","1,068,609",,Albury - Sydney,
ABX,SYD,2003,2,"8,849",368,58.4,452,"3,999,748","6,852,772","15,161",,"864,279","6,998",81.9,,"1,101,219,808","1,345,048,362","1,051,205",,Albury - Sydney,
ABX,SYD,2003,3,"9,668",401,57.9,452,"4,369,936","7,549,304","16,702",,"772,109","6,444",79.0,,"932,386,881","1,180,148,959","950,206",,Albury - Sydney,
ABX,SYD,2003,4,"9,402",364,62.5,452,"4,249,704","6,795,820","15,035",,"848,926","7,047",78.6,,"1,040,955,496","1,325,076,379","1,057,551",,Albury - Sydney,
ABX,SYD,2003,5,"9,289",411,57.2,452,"4,198,628","7,345,000","16,250",,"807,971","6,913",79.4,,"1,005,331,893","1,265,452,230","1,018,429",,Albury - Sydney,
ABX,SYD,2003,6,"9,088",389,57.1,452,"4,107,776","7,199,908","15,929",,"812,317","7,020",75.3,,"1,001,943,171","1,330,870,610","1,068,002",,Albury - Sydney,
ABX,SYD,2003,7,"10,008",433,56.0,452,"4,523,616","8,071,364","17,857",,"796,647","6,750",75.7,,"963,543,849","1,273,187,847","1,033,211",,Albury - Sydney,
ABX,SYD,2003,8,"11,010",435,59.9,452,"4,976,520","8,302,788","18,369",,"880,595","6,879",82.4,,"1,079,842,385","1,310,154,282","1,065,539",,Albury - Sydney,
ABX,SYD,2003,9,"9,955",410,57.6,452,"4,499,660","7,814,176","17,288",,"845,306","6,568",79.8,,"1,015,662,682","1,272,728,484","1,034,240",,Albury - Sydney,
ABX,SYD,2003,10,"11,151",410,64.9,452,"5,040,252","7,766,264","17,182",,"902,192","7,074",80.3,,"1,103,684,412","1,373,705,741","1,119,776",,Albury - Sydney,
ABX,SYD,2003,11,"10,386",396,65.4,452,"4,694,472","7,181,376","15,888",,"971,629","7,526",81.5,,"1,206,187,321","1,479,866,832","1,188,893",,Albury - Sydney,
ABX,SYD,2003,12,"9,147",367,63.0,452,"4,134,444","6,558,068","14,509",,"958,101","7,335",81.0,,"1,159,996,566","1,431,944,146","1,159,036",,Albury - Sydney,
ABX,SYD,2004,1,"8,478",337,68.4,452,"3,832,056","5,601,636","12,393",,"963,113","7,453",82.4,,"1,221,850,381","1,482,730,241","1,181,524",,Albury - Sydney,
ABX,SYD,2004,2,"9,775",384,62.4,452,"4,418,300","7,085,100","15,675",,"974,709","7,421",85.0,,"1,250,255,567","1,470,161,211","1,169,866",,Albury - Sydney,
ABX,SYD,2004,3,"11,629",416,68.5,452,"5,256,308","7,671,796","16,973",,"894,975","6,986",82.9,,"1,075,594,937","1,297,827,675","1,093,504",,Albury - Sydney,
ABX,SYD,2004,4,"11,456",382,73.2,452,"5,178,112","7,069,280","15,640",,"983,788","7,703",81.7,,"1,202,259,484","1,472,188,853","1,206,176",,Albury - Sydney,
ABX,SYD,2004,5,"10,968",411,65.4,452,"4,957,536","7,581,848","16,774",,"948,137","7,454",82.3,,"1,163,417,340","1,412,927,147","1,150,907",,Albury - Sydney,
ABX,SYD,2004,6,"11,470",402,69.5,452,"5,184,440","7,454,836","16,493",,"922,342","7,832",74.7,,"1,097,181,751","1,468,987,173","1,215,720",,Albury - Sydney,
ADL,ASP,1994,7,"14,691",131,90.0,"1,316","19,333,356","21,479,752","16,322",,,,,,,,,,Adelaide - Alice Springs,
ADL,ASP,1994,8,"13,881",128,86.9,"1,316","18,267,396","21,013,888","15,968",,,,,,,,,,Adelaide - Alice Springs,
ADL,ASP,1994,9,"13,572",125,87.6,"1,316","17,860,752","20,388,788","15,493",,,,,,,,,,Adelaide - Alice Springs,
ADL,ASP,1994,10,"14,581",133,87.9,"1,316","19,188,596","21,828,492","16,587",,,,,,,,,,Adelaide - Alice Springs,
ADL,ASP,1994,11,"13,363",122,86.8,"1,316","17,585,708","20,271,664","15,404",,,,,,,,,,Adelaide - Alice Springs,
ADL,ASP,1994,12,"12,581",124,80.3,"1,316","16,556,596","20,612,508","15,663",,,,,,,,,,Adelaide - Alice Springs,
ADL,ASP,1995,1,"13,671",126,86.1,"1,316","17,991,036","20,883,604","15,869",,,,,,,,,,Adelaide - Alice Springs,
ADL,ASP,1995,2,"11,294",113,79.6,"1,316","14,862,904","18,681,936","14,196",,,,,,,,,,Adelaide - Alice Springs,
ADL,ASP,1995,3,"13,031",125,82.0,"1,316","17,148,796","20,920,452","15,897",,,,,,,,,,Adelaide - Alice Springs,
ADL,ASP,1995,4,"12,645",125,80.6,"1,316","16,640,820","20,642,776","15,686",,,,,,,,,,Adelaide - Alice Springs,
ADL,ASP,1995,5,"11,889",125,74.1,"1,316","15,645,924","21,107,324","16,039",,,,,,,,,,Adelaide - Alice Springs,
ADL,ASP,1995,6,"12,264",122,78.4,"1,316","16,139,424","20,596,716","15,651",,"637,067","6,779",66.7,,"730,470,999","1,094,374,924","979,089",,Adelaide - Alice Springs,
ADL,ASP,1995,7,"13,926",128,84.6,"1,316","18,326,616","21,663,992","16,462",,"647,141","6,752",67.5,,"731,295,722","1,082,621,932","968,054",,Adelaide - Alice Springs,
ADL,ASP,1995,8,"13,335",128,81.3,"1,316","17,548,860","21,590,296","16,406",,"721,027","7,196",71.6,,"825,135,845","1,152,443,928","1,030,480",,Adelaide - Alice Springs,
ADL,ASP,1995,9,"12,342",123,78.1,"1,316","16,242,072","20,788,852","15,797",,"736,653","7,182",73.7,,"834,817,290","1,132,314,952","1,012,426",,Adelaide - Alice Springs,
ADL,ASP,1995,10,"13,402",129,80.7,"1,316","17,637,032","21,849,548","16,603",,"756,442","7,105",76.9,,"875,247,741","1,137,564,315","1,010,451",,Adelaide - Alice Springs,
ADL,ASP,1995,11,"13,151",120,81.5,"1,316","17,306,716","21,228,396","16,131",,"795,670","7,363",78.4,,"935,086,819","1,192,007,520","1,050,736",,Adelaide - Alice Springs,
ADL,ASP,1995,12,"12,813",127,76.0,"1,316","16,861,908","22,199,604","16,869",,"759,675","7,077",76.2,,"861,790,056","1,130,402,154","994,349",,Adelaide - Alice Springs,
ADL,ASP,1996,1,"13,112",125,79.6,"1,316","17,255,392","21,690,312","16,482",,"761,398","7,171",76.9,,"900,160,028","1,170,152,114","1,013,185",,Adelaide - Alice Springs,
ADL,ASP,1996,2,"11,661",116,75.8,"1,316","15,345,876","20,232,184","15,374",,"809,897","7,211",81.3,,"977,505,598","1,202,805,792","1,029,968",,Adelaide - Alice Springs,
ADL,ASP,1996,3,"12,965",124,78.6,"1,316","17,061,940","21,699,524","16,489",,"713,709","6,930",74.1,,"814,564,223","1,099,127,534","968,149",,Adelaide - Alice Springs,
ADL,ASP,1996,4,"13,156",122,77.7,"1,316","17,313,296","22,293,040","16,940",,"762,005","7,334",74.8,,"883,072,837","1,180,259,665","1,034,852",,Adelaide - Alice Springs,
ADL,ASP,1996,5,"11,657",124,66.7,"1,316","15,340,612","23,014,208","17,488",,"752,528","7,079",76.3,,"881,151,010","1,155,408,337","1,015,514",,Adelaide - Alice Springs,
ADL,ASP,1996,6,"12,063",121,74.9,"1,316","15,874,908","21,192,864","16,104",,"702,559","7,162",69.4,,"803,543,240","1,158,033,909","1,014,537",,Adelaide - Alice Springs,
ADL,ASP,1996,7,"14,321",127,84.4,"1,316","18,846,436","22,316,728","16,958",,"706,586","7,051",70.4,,"802,498,137","1,139,634,953","996,187",,Adelaide - Alice Springs,
ADL,ASP,1996,8,"13,514",126,80.1,"1,316","17,784,424","22,206,184","16,874",,"760,204","7,551",71.2,,"882,296,076","1,239,356,822","1,087,511",,Adelaide - Alice Springs,
ADL,ASP,1996,9,"12,436",122,78.2,"1,316","16,365,776","20,920,452","15,897",,"745,336","7,432",70.4,,"872,453,935","1,240,027,269","1,081,358",,Adelaide - Alice Springs,
ADL,ASP,1996,10,"14,219",131,81.1,"1,316","18,712,204","23,085,272","17,542",,"806,016","7,516",76.1,,"960,255,188","1,261,708,879","1,096,510",,Adelaide - Alice Springs,
ADL,ASP,1996,11,"13,179",122,76.7,"1,316","17,343,564","22,618,092","17,187",,"820,094","7,730",75.4,,"969,206,957","1,284,837,458","1,121,726",,Adelaide - Alice Springs,
ADL,ASP,1996,12,"12,819",123,74.9,"1,316","16,869,804","22,508,864","17,104",,"769,573","7,261",73.1,,"899,228,768","1,230,326,061","1,054,542",,Adelaide - Alice Springs,
ADL,ASP,1997,1,"14,654",124,87.3,"1,316","19,284,664","22,087,744","16,784",,"786,504","7,441",76.5,,"960,117,365","1,254,463,034","1,064,552",,Adelaide - Alice Springs,
ADL,ASP,1997,2,"12,582",112,82.5,"1,316","16,557,912","20,076,896","15,256",,"801,498","7,449",79.0,,"992,398,143","1,256,784,928","1,054,425",,Adelaide - Alice Springs,
ADL,ASP,1997,3,"14,240",124,83.0,"1,316","18,739,840","22,587,824","17,164",,"715,700","6,914",74.0,,"831,399,230","1,122,792,271","967,963",,Adelaide - Alice Springs,
ADL,ASP,1997,4,"12,426",120,75.0,"1,316","16,352,616","21,795,592","16,562",,"775,018","7,402",75.7,,"914,913,404","1,208,568,993","1,039,949",,Adelaide - Alice Springs,
ADL,ASP,1997,5,"11,849",126,69.1,"1,316","15,593,284","22,565,452","17,147",,"762,930","7,247",76.8,,"909,341,200","1,184,564,005","1,022,776",,Adelaide - Alice Springs,
