DOMESTIC MONTHLY REPORT INDUSTRY TOTALS (see definitions),,,,,,,,,,,,,,,,,,,,,
CITY PAIR STATISTICS :  TRAFFIC ON BOARD BY STAGES,,,,,,,,,,,,,,,,,,,,,
REPORT PERIOD FROM 1 JULY 1994 TO JUNE 2004,,,,,,,,,,,,,,,,,,,,,
Traffic covers both directions of each city pair.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Monthly totals,,,,,,,,,,,,Moving annual totals,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City Pair Route,,Year,Month,Revenue,Aircraft,Rev Pax,Distance,RPKs,ASKs,Seats,,Revenue,Aircraft,Rev Pax,,RPKs,ASKs,Seats,,,
Industry Domestic/Regional,,,,Passengers,Trips,LF %,GC (klm),,,,,Passengers,Trips,LF %,,,,,,,
CBR,SYD,1995,8,"71,342",1623,61.8,236,"16,836,712","27,225,668","115,363",,"623,009","7,585",72.2,,"534,310,740","740,196,152","894,945",,Canberra - Sydney,
CBR,SYD,1995,9,"69,371",1536,62.8,236,"16,371,556","26,083,428","110,523",,"628,240","7,412",73.4,,"542,192,048","738,929,758","886,563",,Canberra - Sydney,
CBR,SYD,1995,10,"70,188",1594,61.0,236,"16,564,368","27,153,688","115,058",,"630,491","7,704",71.2,,"540,419,696","758,616,916","915,779",,Canberra - Sydney,
CBR,SYD,1995,11,"71,054",1586,61.8,236,"16,768,744","27,143,776","115,016",,"616,061","7,532",71.6,,"517,260,572","722,311,801","878,976",,Canberra - Sydney,
CBR,SYD,1995,12,"60,231",1396,59.0,236,"14,214,516","24,077,900","102,025",,"607,304","7,273",72.3,,"526,578,311","728,472,293","865,510",,Canberra - Sydney,
CBR,SYD,1996,1,"50,108",1321,55.1,236,"11,825,488","21,446,736","90,876",,"605,400","7,167",75.0,,"542,821,607","723,503,091","841,044",,Canberra - Sydney,
CBR,SYD,1996,2,"62,979",1493,57.2,236,"14,863,044","25,978,172","110,077",,"560,366","7,278",67.0,,"468,454,495","699,123,083","852,586",,Canberra - Sydney,
CBR,SYD,1996,3,"68,893",1621,58.0,236,"16,258,748","28,045,060","118,835",,"597,317","7,761",67.6,,"504,618,908","746,663,607","908,289",,Canberra - Sydney,
CBR,SYD,1996,4,"61,801",1796,54.3,236,"14,585,036","26,849,484","113,769",,"608,549","7,776",70.4,,"522,429,187","742,196,845","901,537",,Canberra - Sydney,
CBR,SYD,1996,5,"69,166",1956,55.7,236,"16,323,176","29,319,932","124,237",,"586,799","8,150",65.8,,"495,710,865","752,793,283","928,211",,Canberra - Sydney,
CBR,SYD,1996,6,"63,560",1784,55.6,236,"15,000,160","26,982,824","114,334",,"592,009","7,775",69.5,,"513,527,471","739,417,651","896,316",,Canberra - Sydney,
CBR,SYD,1996,7,"67,404",1914,55.1,236,"15,907,344","28,880,028","122,373",,"640,068","8,171",70.2,,"565,749,010","805,447,925","970,687",,Canberra - Sydney,
CBR,SYD,1996,8,"67,884",1879,56.7,236,"16,020,624","28,239,760","119,660",,"634,853","8,048",70.1,,"556,652,844","794,176,405","954,629",,Canberra - Sydney,
CBR,SYD,1996,9,"69,370",1857,59.0,236,"16,371,320","27,733,540","117,515",,"640,117","7,860",71.2,,"563,655,817","791,644,198","942,263",,Canberra - Sydney,
CBR,SYD,1996,10,"70,704",1935,57.9,236,"16,686,144","28,837,784","122,194",,"666,765","8,225",70.9,,"578,980,039","817,057,476","977,051",,Canberra - Sydney,
CBR,SYD,1996,11,"66,882",1850,57.8,236,"15,784,152","27,285,612","115,617",,"609,853","7,657",69.0,,"522,636,516","757,075,162","904,296",,Canberra - Sydney,
CBR,SYD,1996,12,"60,131",1652,57.8,236,"14,190,916","24,531,492","103,947",,"618,669","7,453",71.9,,"543,907,280","756,738,662","889,111",,Canberra - Sydney,
CBR,SYD,1997,1,"48,314",1418,54.3,236,"11,402,104","20,991,728","88,948",,"600,534","7,187",72.6,,"545,125,951","750,768,209","859,270",,Canberra - Sydney,
CBR,SYD,1997,2,"62,706",1733,58.3,236,"14,798,616","25,369,764","107,499",,"554,232","7,164",68.2,,"468,349,979","686,632,908","826,231",,Canberra - Sydney,
CBR,SYD,1997,3,"66,549",1838,59.0,236,"15,705,564","26,606,876","112,741",,"620,256","7,813",71.0,,"532,801,172","750,337,859","892,650",,Canberra - Sydney,
CBR,SYD,1997,4,"65,319",1866,58.9,236,"15,415,284","26,159,184","110,844",,"609,684","7,708",71.9,,"528,508,947","735,467,769","873,405",,Canberra - Sydney,
CBR,SYD,1997,5,"70,879",1893,61.7,236,"16,727,444","27,112,860","114,885",,"588,179","7,673",69.2,,"502,997,940","727,012,577","871,690",,Canberra - Sydney,
CBR,SYD,1997,6,"64,922",1824,58.6,236,"15,321,592","26,131,336","110,726",,"594,582","7,633",72.2,,"522,796,367","723,691,948","860,435",,Canberra - Sydney,
CBR,SYD,1997,7,"70,784",1967,59.5,236,"16,705,024","28,063,232","118,912",,"654,737","8,351",73.8,,"582,665,018","789,535,953","932,963",,Canberra - Sydney,
CBR,SYD,1997,8,"73,927",1902,63.9,236,"17,446,772","27,298,120","115,670",,"665,224","8,166",74.5,,"585,444,437","785,601,532","924,340",,Canberra - Sydney,
CBR,SYD,1997,9,"72,536",1885,63.6,236,"17,118,496","26,928,308","114,103",,"655,820","7,982",75.5,,"576,434,984","763,978,528","901,908",,Canberra - Sydney,
CBR,SYD,1997,10,"76,067",1937,65.0,236,"17,951,812","27,623,800","117,050",,"690,095","8,322",75.4,,"601,344,219","797,779,339","941,207",,Canberra - Sydney,
CBR,SYD,1997,11,"71,637",1859,64.7,236,"16,906,332","26,135,584","110,744",,"611,471","7,805",70.7,,"522,169,721","738,141,347","880,162",,Canberra - Sydney,
CBR,SYD,1997,12,"63,369",1730,62.1,236,"14,955,084","24,088,992","102,072",,"605,766","7,616",71.2,,"529,910,395","744,174,902","873,493",,Canberra - Sydney,
CBR,SYD,1998,1,"52,147",1570,59.0,236,"12,306,692","20,866,176","88,416",,"602,973","7,365",74.3,,"546,949,891","736,259,413","840,577",,Canberra - Sydney,
CBR,SYD,1998,2,"66,254",1752,63.3,236,"15,635,944","24,713,448","104,718",,"540,663","7,185",68.6,,"457,561,682","666,646,850","799,846",,Canberra - Sydney,
CBR,SYD,1998,3,"73,353",1937,63.4,236,"17,311,308","27,316,528","115,748",,"599,990","7,977",69.2,,"511,637,587","739,561,056","884,229",,Canberra - Sydney,
CBR,SYD,1998,4,"68,307",1843,62.7,236,"16,120,452","25,697,096","108,886",,"618,469","7,734",72.4,,"538,565,370","743,364,048","872,771",,Canberra - Sydney,
CBR,SYD,1998,5,"73,685",1926,64.1,236,"17,389,660","27,129,144","114,954",,"603,195","7,947",69.4,,"521,318,270","751,244,978","886,857",,Canberra - Sydney,
CBR,SYD,1998,6,"69,681",1859,63.0,236,"16,444,716","26,086,260","110,535",,"622,620","7,807",74.0,,"550,847,867","744,270,953","876,122",,Canberra - Sydney,
CBR,SYD,1998,7,"74,007",1972,63.6,236,"17,465,652","27,469,456","116,396",,"649,912","8,327",72.1,,"580,192,374","804,249,246","937,012",,Canberra - Sydney,
CBR,SYD,1998,8,"73,059",1907,65.2,236,"17,241,924","26,464,804","112,139",,"643,802","8,148",73.0,,"572,103,918","783,463,973","910,158",,Canberra - Sydney,
CBR,SYD,1998,9,"71,871",1898,63.4,236,"16,961,556","26,742,576","113,316",,"655,845","8,063",74.7,,"585,395,891","783,443,009","910,138",,Canberra - Sydney,
CBR,SYD,1998,10,"73,664",1936,64.8,236,"17,384,704","26,840,516","113,731",,"683,556","8,319",75.7,,"608,219,099","802,966,772","931,415",,Canberra - Sydney,
CBR,SYD,1998,11,"71,544",1885,64.7,236,"16,884,384","26,084,844","110,529",,"609,543","7,908",70.3,,"528,996,169","752,916,475","880,443",,Canberra - Sydney,
CBR,SYD,1998,12,"66,182",1727,64.9,236,"15,618,952","24,072,000","102,000",,"610,454","7,680",72.7,,"520,237,086","715,538,029","856,176",,Canberra - Sydney,
CBR,SYD,1999,1,"51,128",1504,58.4,236,"12,066,208","20,662,272","87,552",,"578,911","7,179",74.5,,"516,921,077","693,834,103","805,177",,Canberra - Sydney,
CBR,SYD,1999,2,"64,494",1753,62.8,236,"15,220,584","24,240,032","102,712",,"544,884","7,194",69.5,,"464,461,107","668,599,319","789,925",,Canberra - Sydney,
CBR,SYD,1999,3,"76,568",1939,67.3,236,"18,070,048","26,859,396","113,811",,"627,097","8,063",71.8,,"539,169,462","751,110,073","887,081",,Canberra - Sydney,
CBR,SYD,1999,4,"68,215",1817,63.9,236,"16,098,740","25,195,360","106,760",,"624,756","7,849",73.6,,"548,614,284","745,423,434","869,460",,Canberra - Sydney,
CBR,SYD,1999,5,"72,986",1912,64.7,236,"17,224,696","26,630,004","112,839",,"621,274","8,028",71.7,,"540,835,029","754,668,819","884,555",,Canberra - Sydney,
CBR,SYD,1999,6,"72,404",1885,66.2,236,"17,087,344","25,821,468","109,413",,"653,748","7,942",77.0,,"577,871,896","750,747,132","877,674",,Canberra - Sydney,
CBR,SYD,1999,7,"77,024",1917,70.4,236,"18,177,664","25,818,636","109,401",,"684,694","8,405",77.6,,"612,492,854","788,918,251","911,273",,Canberra - Sydney,
CBR,SYD,1999,8,"78,796",1923,71.5,236,"18,595,856","26,024,192","110,272",,"684,869","8,411",76.2,,"606,986,080","796,674,455","923,403",,Canberra - Sydney,
CBR,SYD,1999,9,"79,710",1877,74.6,236,"18,811,560","25,209,756","106,821",,"717,196","8,268",81.1,,"636,891,755","784,877,793","910,189",,Canberra - Sydney,
CBR,SYD,1999,10,"77,582",1854,73.3,236,"18,309,352","24,971,868","105,813",,"727,561","8,473",79.4,,"647,297,348","815,213,473","938,011",,Canberra - Sydney,
CBR,SYD,1999,11,"75,424",1821,72.1,236,"17,800,064","24,694,332","104,637",,"650,804","8,026",75.0,,"566,697,879","755,994,547","877,111",,Canberra - Sydney,
CBR,SYD,1999,12,"64,613",1767,64.6,236,"15,248,668","23,596,696","99,986",,"632,601","7,963",74.4,,"546,055,643","733,617,883","871,178",,Canberra - Sydney,
CBR,SYD,2000,1,"53,923",1595,59.3,236,"12,725,828","21,463,020","90,945",,"604,373","7,520",75.0,,"539,801,902","719,334,334","831,640",,Canberra - Sydney,
CBR,SYD,2000,2,"70,234",1801,69.0,236,"16,575,224","24,013,944","101,754",,"601,890","7,604",72.7,,"518,541,338","713,063,514","834,493",,Canberra - Sydney,
CBR,SYD,2000,3,"78,498",1992,70.3,236,"18,525,528","26,350,344","111,654",,"666,559","8,346",74.2,,"577,882,977","778,633,791","906,247",,Canberra - Sydney,
CBR,SYD,2000,4,"69,278",1889,67.8,236,"16,349,608","24,112,120","102,170",,"668,282","7,973",78.4,,"595,041,312","758,612,006","873,472",,Canberra - Sydney,
CBR,SYD,2000,5,"78,787",2075,70.3,236,"18,593,732","26,462,680","112,130",,"661,238","8,514",72.5,,"577,203,037","795,729,955","922,896",,Canberra - Sydney,
CBR,SYD,2000,6,"77,992",2492,67.4,236,"18,406,112","27,318,180","115,755",,"693,687","8,947",76.9,,"613,955,583","798,067,840","925,857",,Canberra - Sydney,
CBR,SYD,2000,7,"77,672",2653,64.7,236,"18,330,592","28,333,452","120,057",,"714,646","9,277",76.5,,"638,187,011","834,366,134","960,088",,Canberra - Sydney,
CBR,SYD,2000,8,"85,749",2627,70.4,236,"20,236,764","28,729,932","121,737",,"755,301","9,361",77.8,,"668,454,995","859,063,800","986,457",,Canberra - Sydney,
CBR,SYD,2000,9,"78,717",2430,68.4,236,"18,577,212","27,159,824","115,084",,"849,877","9,735",83.0,,"763,739,531","919,722,205","1,054,278",,Canberra - Sydney,
CBR,SYD,2000,10,"81,430",2595,67.2,236,"19,217,480","28,601,312","121,192",,"861,712","10,409",77.9,,"775,287,932","995,184,471","1,135,363",,Canberra - Sydney,
CBR,SYD,2000,11,"82,662",2533,70.9,236,"19,508,232","27,499,900","116,525",,"803,509","10,102",74.3,,"706,241,604","950,590,487","1,087,340",,Canberra - Sydney,
CBR,SYD,2000,12,"73,102",2373,66.6,236,"17,252,072","25,923,420","109,845",,"831,761","10,146",75.3,,"750,918,699","997,856,634","1,119,302",,Canberra - Sydney,
CBR,SYD,2001,1,"62,259",2208,60.1,236,"14,693,124","24,462,816","103,656",,"870,495","10,135",79.6,,"807,870,938","1,015,006,738","1,127,022",,Canberra - Sydney,
CBR,SYD,2001,2,"70,921",2373,62.8,236,"16,737,356","26,650,300","112,925",,"684,088","9,982",65.5,,"598,770,184","914,525,637","1,049,554",,Canberra - Sydney,
CBR,SYD,2001,3,"84,448",2653,68.8,236,"19,929,728","28,963,572","122,727",,"816,381","11,343",70.5,,"715,054,367","1,014,407,706","1,164,780",,Canberra - Sydney,
CBR,SYD,2001,4,"73,382",2596,64.4,236,"17,318,152","26,889,132","113,937",,"888,714","11,246",78.7,,"803,108,165","1,020,423,040","1,153,869",,Canberra - Sydney,
CBR,SYD,2001,5,"83,867",2729,68.4,236,"19,792,612","28,917,316","122,531",,"817,984","11,337",70.1,,"726,873,293","1,036,633,020","1,168,321",,Canberra - Sydney,
CBR,SYD,2001,6,"75,141",2347,66.6,236,"17,733,276","26,607,348","112,743",,"820,852","10,286",73.3,,"759,717,475","1,036,007,510","1,131,734",,Canberra - Sydney,
CBR,SYD,2001,7,"76,047",2449,64.4,236,"17,947,092","27,858,856","118,046",,"918,762","10,637",79.7,,"864,263,720","1,084,302,195","1,182,913",,Canberra - Sydney,
CBR,SYD,2001,8,"78,214",2602,63.6,236,"18,458,504","29,010,536","122,926",,"851,565","10,562",75.7,,"793,930,254","1,048,763,315","1,156,335",,Canberra - Sydney,
CBR,SYD,2001,9,"62,124",1812,69.8,236,"14,661,264","21,015,800","89,050",,"743,357","7,980",82.7,,"696,488,127","842,219,637","918,532",,Canberra - Sydney,
CBR,SYD,2001,10,"57,161",1731,68.9,236,"13,489,996","19,569,592","82,922",,"716,613","7,680",83.1,,"668,714,567","804,854,203","889,749",,Canberra - Sydney,
CBR,SYD,2001,11,"58,931",1834,68.6,236,"13,907,716","20,269,568","85,888",,"685,861","8,291",71.4,,"639,570,111","895,387,680","968,551",,Canberra - Sydney,
CBR,SYD,2001,12,"50,119",1629,64.9,236,"11,828,084","18,231,944","77,254",,"725,828","8,270",73.3,,"692,490,760","945,021,554","999,391",,Canberra - Sydney,
CBR,SYD,2002,1,"41,002",1450,55.4,236,"9,676,472","17,475,564","74,049",,"744,945","7,952",79.3,,"728,192,589","918,122,546","960,668",,Canberra - Sydney,
CBR,SYD,2002,2,"56,920",1611,66.2,236,"13,433,120","20,296,472","86,002",,"665,519","7,711",74.3,,"611,233,137","822,888,378","897,838",,Canberra - Sydney,
CBR,SYD,2002,3,"61,276",1659,65.8,236,"14,461,136","21,963,104","93,064",,"721,046","7,806",80.0,,"674,183,169","843,111,203","918,054",,Canberra - Sydney,
CBR,SYD,2002,4,"57,548",1612,62.6,236,"13,581,328","21,696,896","91,936",,"689,064","7,633",79.6,,"664,264,677","834,537,525","885,133",,Canberra - Sydney,
CBR,SYD,2002,5,"65,698",1670,68.4,236,"15,504,728","22,682,668","96,113",,"688,393","7,969",75.1,,"655,407,552","872,348,609","923,851",,Canberra - Sydney,
CBR,SYD,2002,6,"59,682",1475,68.5,236,"14,084,952","20,551,352","87,082",,"665,989","7,588",75.1,,"647,551,164","862,084,537","897,548",,Canberra - Sydney,
CBR,SYD,2002,7,"60,602",1513,66.0,236,"14,302,072","21,674,476","91,841",,"757,517","7,986",81.4,,"762,460,610","936,151,245","967,570",,Canberra - Sydney,
CBR,SYD,2002,8,"63,482",1511,70.4,236,"14,981,752","21,281,064","90,174",,"727,039","7,917",76.7,,"719,753,109","938,715,686","966,509",,Canberra - Sydney,
CBR,SYD,2002,9,"62,325",1577,67.4,236,"14,708,700","21,814,188","92,433",,"744,969","8,018",78.6,,"743,366,458","945,698,781","976,062",,Canberra - Sydney,
CBR,SYD,2002,10,"66,686",1791,65.4,236,"15,737,896","24,054,300","101,925",,"806,889","8,580",80.6,,"788,567,446","977,928,306","1,024,096",,Canberra - Sydney,
CBR,SYD,2002,11,"66,922",1648,69.8,236,"15,793,592","22,630,748","95,893",,"749,424","8,025",76.7,,"719,891,579","939,059,460","987,724",,Canberra - Sydney,
CBR,SYD,2002,12,"56,672",1435,69.3,236,"13,374,592","19,295,596","81,761",,"755,924","7,922",77.5,,"752,041,749","970,599,211","990,223",,Canberra - Sydney,
CBR,SYD,2003,1,"42,815",1234,61.0,236,"10,104,340","16,557,288","70,158",,"753,061","7,659",78.6,,"776,215,999","987,451,946","989,918",,Canberra - Sydney,
CBR,SYD,2003,2,"57,970",1499,64.8,236,"13,680,920","21,126,720","89,520",,"674,239","7,048",76.1,,"655,860,354","862,332,176","896,330",,Canberra - Sydney,
CBR,SYD,2003,3,"66,649",1682,66.9,236,"15,729,164","23,525,424","99,684",,"746,067","7,914",75.4,,"728,142,565","965,861,751","1,008,110",,Canberra - Sydney,
CBR,SYD,2003,4,"56,178",1444,64.8,236,"13,258,008","20,463,560","86,710",,"759,264","7,535",79.6,,"756,853,760","950,459,638","971,759",,Canberra - Sydney,
CBR,SYD,2003,5,"66,794",1642,68.3,236,"15,763,384","23,080,092","97,797",,"732,223","7,752",76.3,,"720,478,852","943,840,449","973,143",,Canberra - Sydney,
CBR,SYD,2003,6,"70,382",1654,65.0,236,"16,610,152","25,571,544","108,354",,"748,708","7,660",78.9,,"742,009,083","940,434,021","978,513",,Canberra - Sydney,
CBR,SYD,2003,7,"75,077",1820,63.4,236,"17,718,172","27,939,096","118,386",,"861,364","8,021",86.4,,"877,267,686","1,015,646,347","1,040,957",,Canberra - Sydney,
CBR,SYD,2003,8,"79,366",1823,66.6,236,"18,730,376","28,111,376","119,116",,"838,084","7,913",82.6,,"830,329,493","1,005,790,748","1,039,445",,Canberra - Sydney,
CBR,SYD,2003,9,"77,068",1842,64.3,236,"18,188,048","28,265,720","119,770",,"869,709","8,141",84.3,,"870,980,084","1,033,613,813","1,073,911",,Canberra - Sydney,
CBR,SYD,2003,10,"79,736",1841,65.1,236,"18,817,696","28,891,356","122,421",,"913,960","8,381",84.7,,"871,544,928","1,029,297,243","1,122,033",,Canberra - Sydney,
CBR,SYD,2003,11,"76,848",1713,68.0,236,"18,136,128","26,670,360","113,010",,"855,650","8,112",80.5,,"811,835,397","1,008,599,130","1,082,874",,Canberra - Sydney,
CBR,SYD,2003,12,"63,885",1521,63.7,236,"15,076,860","23,659,944","100,254",,"851,190","8,039",79.6,,"826,363,830","1,038,579,824","1,096,425",,Canberra - Sydney,
CBR,SYD,2004,1,"50,021",1203,62.5,236,"11,804,956","18,902,420","80,095",,"831,892","7,641",81.9,,"829,260,966","1,012,507,541","1,051,144",,Canberra - Sydney,
CBR,SYD,2004,2,"67,954",1553,65.6,236,"16,037,144","24,435,912","103,542",,"762,512","7,576",77.2,,"723,378,574","937,339,203","1,008,411",,Canberra - Sydney,
CBR,SYD,2004,3,"77,760",1709,68.3,236,"18,351,360","26,867,420","113,845",,"847,348","8,202",79.8,,"806,288,919","1,010,128,912","1,087,554",,Canberra - Sydney,
CBR,SYD,2004,4,"66,444",1548,64.3,236,"15,680,784","24,401,692","103,397",,"835,589","7,889",79.0,,"808,238,454","1,022,626,661","1,073,532",,Canberra - Sydney,
CBR,SYD,2004,5,"73,511",1647,67.7,236,"17,348,596","25,609,068","108,513",,"842,516","8,376",73.4,,"803,609,255","1,095,184,094","1,152,743",,Canberra - Sydney,
CBR,SYD,2004,6,"69,685",1631,65.6,236,"16,445,660","25,074,056","106,246",,"890,656","8,483",77.7,,"863,042,171","1,111,026,325","1,167,748",,Canberra - Sydney,
CFS,SYD,1994,7,"11,829",340,67.4,443,"5,240,247","7,775,536","17,552",,,,,,,,,,Coffs Harbour - Sydney,
CFS,SYD,1994,8,"11,402",336,65.8,443,"5,051,086","7,671,431","17,317",,,,,,,,,,Coffs Harbour - Sydney,
CFS,SYD,1994,9,"12,638",331,74.0,443,"5,598,634","7,569,098","17,086",,,,,,,,,,Coffs Harbour - Sydney,
CFS,SYD,1994,10,"12,871",345,75.1,443,"5,701,853","7,587,704","17,128",,,,,,,,,,Coffs Harbour - Sydney,
CFS,SYD,1994,11,"12,162",337,69.2,443,"5,387,766","7,787,940","17,580",,,,,,,,,,Coffs Harbour - Sydney,
CFS,SYD,1994,12,"13,047",381,68.3,443,"5,779,821","8,461,743","19,101",,,,,,,,,,Coffs Harbour - Sydney,
CFS,SYD,1995,1,"14,028",411,70.0,443,"6,214,404","8,871,961","20,027",,,,,,,,,,Coffs Harbour - Sydney,
CFS,SYD,1995,2,"10,735",326,69.3,443,"4,755,605","6,865,171","15,497",,,,,,,,,,Coffs Harbour - Sydney,
CFS,SYD,1995,3,"11,590",371,67.2,443,"5,134,370","7,639,535","17,245",,,,,,,,,,Coffs Harbour - Sydney,
CFS,SYD,1995,4,"12,646",409,68.0,443,"5,602,178","8,240,686","18,602",,,,,,,,,,Coffs Harbour - Sydney,
CFS,SYD,1995,5,"11,654",407,62.3,443,"5,162,722","8,288,530","18,710",,,,,,,,,,Coffs Harbour - Sydney,
CFS,SYD,1995,6,"10,986",379,62.1,443,"4,866,798","7,838,885","17,695",,"568,874","7,422",67.9,,"452,548,496","666,384,372","863,804",,Coffs Harbour - Sydney,
CFS,SYD,1995,7,"11,644",382,66.4,443,"5,158,292","7,769,334","17,538",,"603,130","7,871",68.7,,"486,835,976","708,653,210","906,515",,Coffs Harbour - Sydney,
CFS,SYD,1995,8,"12,588",378,71.2,443,"5,576,484","7,832,683","17,681",,"619,899","7,830",71.3,,"495,116,528","693,937,803","893,660",,Coffs Harbour - Sydney,
CFS,SYD,1995,9,"12,927",383,72.6,443,"5,726,661","7,888,944","17,808",,"626,869","7,661",73.3,,"507,140,813","692,205,754","885,222",,Coffs Harbour - Sydney,
CFS,SYD,1995,10,"13,718",408,74.9,443,"6,077,074","8,114,874","18,318",,"631,174","7,979",71.4,,"509,320,950","713,567,658","915,456",,Coffs Harbour - Sydney,
CFS,SYD,1995,11,"12,738",376,74.0,443,"5,642,934","7,626,245","17,215",,"617,949","7,781",72.2,,"491,959,306","681,134,622","879,079",,Coffs Harbour - Sydney,
CFS,SYD,1995,12,"14,016",404,71.6,443,"6,209,088","8,665,966","19,562",,"609,191","7,543",72.7,,"498,195,491","685,391,571","866,928",,Coffs Harbour - Sydney,
CFS,SYD,1996,1,"13,428",382,65.2,443,"5,948,604","9,117,383","20,581",,"605,455","7,417",74.9,,"510,630,415","681,866,282","843,829",,Coffs Harbour - Sydney,
CFS,SYD,1996,2,"11,928",357,62.1,443,"5,284,104","8,515,789","19,223",,"563,141","7,512",67.7,,"447,634,243","661,196,904","855,525",,Coffs Harbour - Sydney,
CFS,SYD,1996,3,"12,924",393,62.8,443,"5,725,332","9,111,181","20,567",,"598,387","8,020",67.6,,"476,536,632","704,849,476","911,000",,Coffs Harbour - Sydney,
CFS,SYD,1996,4,"13,505",382,66.0,443,"5,982,715","9,062,451","20,457",,"610,272","8,027",70.2,,"494,809,638","704,629,096","905,644",,Coffs Harbour - Sydney,
CFS,SYD,1996,5,"12,302",382,64.3,443,"5,449,786","8,469,274","19,118",,"586,310","8,400",64.9,,"464,680,719","715,867,273","931,412",,Coffs Harbour - Sydney,
CFS,SYD,1996,6,"11,693",371,62.3,443,"5,179,999","8,308,022","18,754",,"588,309","8,016",68.1,,"474,806,634","697,404,985","897,426",,Coffs Harbour - Sydney,
CFS,SYD,1996,7,"12,127",401,58.3,443,"5,372,261","9,217,944","20,808",,"635,014","8,440",68.5,,"522,121,059","761,920,981","973,001",,Coffs Harbour - Sydney,
CFS,SYD,1996,8,"11,386",428,56.2,443,"5,043,998","8,967,649","20,243",,"629,691","8,343",68.6,,"514,501,946","749,848,730","956,185",,Coffs Harbour - Sydney,
CFS,SYD,1996,9,"13,230",447,63.4,443,"5,860,890","9,248,511","20,877",,"639,420","8,178",70.7,,"529,796,903","749,459,741","945,106",,Coffs Harbour - Sydney,
CFS,SYD,1996,10,"14,573",468,66.7,443,"6,455,839","9,676,449","21,843",,"668,658","8,562",70.7,,"549,272,518","777,103,421","981,492",,Coffs Harbour - Sydney,
CFS,SYD,1996,11,"13,076",431,64.4,443,"5,792,668","8,990,242","20,294",,"613,179","7,960",69.2,,"500,622,184","723,131,396","909,536",,Coffs Harbour - Sydney,
CFS,SYD,1996,12,"14,020",479,63.6,443,"6,210,860","9,765,935","22,045",,"621,633","7,800",71.8,,"518,586,428","721,927,837","895,526",,Coffs Harbour - Sydney,
CFS,SYD,1997,1,"12,861",453,59.9,443,"5,697,423","9,510,324","21,468",,"601,161","7,509",72.0,,"515,932,006","716,292,137","865,315",,Coffs Harbour - Sydney,
CFS,SYD,1997,2,"11,982",389,63.8,443,"5,308,026","8,315,996","18,772",,"557,725","7,433",68.6,,"449,447,377","655,391,664","831,133",,Coffs Harbour - Sydney,
CFS,SYD,1997,3,"12,896",462,59.9,443,"5,712,928","9,534,246","21,522",,"622,336","8,141",71.0,,"507,666,868","715,249,713","898,526",,Coffs Harbour - Sydney,
CFS,SYD,1997,4,"12,276",474,58.7,443,"5,438,268","9,265,788","20,916",,"611,397","8,055",72.3,,"503,821,539","697,048,117","877,601",,Coffs Harbour - Sydney,
CFS,SYD,1997,5,"12,083",496,56.9,443,"5,352,769","9,414,193","21,251",,"588,054","8,036",69.0,,"473,533,493","686,003,410","875,261",,Coffs Harbour - Sydney,
CFS,SYD,1997,6,"12,054",482,57.2,443,"5,339,922","9,328,251","21,057",,"591,715","7,981",71.3,,"485,581,597","681,199,359","863,322",,Coffs Harbour - Sydney,
CFS,SYD,1997,7,"12,461",492,57.8,443,"5,520,223","9,551,523","21,561",,"649,842","8,702",72.4,,"538,685,929","744,063,840","935,231",,Coffs Harbour - Sydney,
CFS,SYD,1997,8,"13,674",500,62.4,443,"6,057,582","9,702,586","21,902",,"662,851","8,527",73.6,,"545,735,975","741,253,014","927,290",,Coffs Harbour - Sydney,
CFS,SYD,1997,9,"13,564",455,67.0,443,"6,008,852","8,965,434","20,238",,"656,343","8,307",75.4,,"545,250,904","723,148,042","904,686",,Coffs Harbour - Sydney,
CFS,SYD,1997,10,"15,328",470,73.3,443,"6,790,304","9,268,446","20,922",,"692,673","8,656",75.6,,"571,771,523","756,296,445","944,334",,Coffs Harbour - Sydney,
CFS,SYD,1997,11,"14,235",446,69.8,443,"6,306,105","9,038,972","20,404",,"616,244","8,121",71.2,,"501,490,202","704,548,623","885,618",,Coffs Harbour - Sydney,
CFS,SYD,1997,12,"14,497",465,68.4,443,"6,422,171","9,395,587","21,209",,"610,380","7,951",71.6,,"508,146,250","709,994,781","879,423",,Coffs Harbour - Sydney,
CFS,SYD,1998,1,"14,245",463,67.6,443,"6,310,535","9,338,440","21,080",,"605,594","7,695",74.2,,"520,108,778","700,792,933","845,947",,Coffs Harbour - Sydney,
CFS,SYD,1998,2,"12,227",417,62.6,443,"5,416,561","8,650,018","19,526",,"544,505","7,482",69.1,,"439,064,223","635,793,816","805,521",,Coffs Harbour - Sydney,
CFS,SYD,1998,3,"13,722",454,65.1,443,"6,078,846","9,344,199","21,093",,"604,086","8,298",69.5,,"490,263,081","704,927,415","889,902",,Coffs Harbour - Sydney,
CFS,SYD,1998,4,"13,619",449,69.6,443,"6,033,217","8,670,396","19,572",,"621,825","8,064",72.7,,"515,328,511","708,487,256","877,074",,Coffs Harbour - Sydney,
CFS,SYD,1998,5,"12,566",432,65.1,443,"5,566,738","8,557,431","19,317",,"603,996","8,255",69.1,,"493,331,228","714,278,785","890,212",,Coffs Harbour - Sydney,
