DOMESTIC/REGIONAL AIRLINES,,,,,,,,,
CITY PAIR STATISTICS :  TRAFFIC ON BOARD BY STAGES,,,,,,,,,
REPORT PERIOD FROM 1 JANUARY 1984  TO 30 JUNE 1994,,,,,,,,,
Traffic covers both directions of each city pair.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
City Pair Route,,Year,Month,Revenue,Aircraft,Rev Pax,Distance,RPKs,ASKs
Industry Domestic/Regional,,,,Passengers,Trips,LF %,GC (klm),,
,,,,,,,,,
,,,,,,,,,
ADL,OOL,1986,11,"1,298",20,58.1,"1,607","2,085,886","3,590,165"
ADL,OOL,1986,12,"1,089",16,63.4,"1,607","1,750,023","2,760,289"
ADL,OOL,1987,1,"2,136",21,80.9,"1,607","3,432,552","4,242,957"
ADL,OOL,1987,2,576,11,48.0,"1,607","925,632","1,928,400"
ADL,OOL,1987,3,"1,431",18,72.9,"1,607","2,299,617","3,154,481"
ADL,OOL,1987,4,920,12,70.3,"1,607","1,478,440","2,103,044"
ADL,OOL,1987,5,"1,068",17,58.7,"1,607","1,716,276","2,923,809"
ADL,OOL,1987,6,635,11,56.1,"1,607","1,020,445","1,818,975"
ADL,OOL,1987,7,"1,695",17,88.1,"1,607","2,723,865","3,091,788"
ADL,OOL,1987,8,"1,643",20,80.4,"1,607","2,640,301","3,283,956"
ADL,OOL,1987,9,"1,039",13,79.0,"1,607","1,669,673","2,113,510"
ADL,OOL,1987,10,"1,943",21,86.1,"1,607","3,122,401","3,626,482"
ADL,OOL,1987,11,977,15,59.7,"1,607","1,570,039","2,629,881"
ADL,OOL,1987,12,939,12,68.1,"1,607","1,508,973","2,215,819"
ADL,OOL,1988,1,"2,202",19,98.0,"1,607","3,538,614","3,610,831"
ADL,OOL,1988,2,273,4,62.6,"1,607","438,711","700,816"
ADL,OOL,1988,3,663,10,60.8,"1,607","1,065,441","1,752,370"
ADL,OOL,1988,4,"1,459",18,62.0,"1,607","2,344,613","3,781,634"
ADL,OOL,1988,5,"1,247",16,66.2,"1,607","2,003,929","3,027,083"
ADL,OOL,1988,6,"1,119",14,71.7,"1,607","1,798,233","2,507,996"
ADL,OOL,1988,7,"2,720",23,94.2,"1,607","4,371,040","4,640,170"
ADL,OOL,1988,8,"1,698",16,86.9,"1,607","2,728,686","3,140,030"
ADL,OOL,1988,9,"1,341",12,90.6,"1,607","2,154,987","2,378,573"
ADL,OOL,1988,10,"2,156",20,86.4,"1,607","3,464,692","4,010,060"
ADL,OOL,1988,12,457,5,78.8,"1,607","734,399","931,978"
ADL,OOL,1989,1,883,9,86.9,"1,607","1,418,981","1,632,890"
ADL,OOL,1989,4,"1,131",17,60.3,"1,607","1,817,517","3,014,124"
ADL,OOL,1989,5,586,11,48.9,"1,607","941,702","1,925,771"
ADL,OOL,1989,6,689,12,52.7,"1,607","1,107,223","2,100,992"
ADL,OOL,1989,7,"1,455",18,74.2,"1,607","2,338,185","3,151,193"
ADL,OOL,1989,8,428,5,78.5,"1,607","687,796","876,173"
ADL,OOL,1990,2,264,7,25.7,"1,607","424,248","1,650,770"
ADL,OOL,1990,3,372,8,32.6,"1,607","597,804","1,833,755"
ADL,OOL,1990,4,334,5,55.7,"1,607","536,738","963,623"
ADL,OOL,1990,6,225,2,85.2,"1,607","361,575","424,384"
ADL,OOL,1990,7,664,8,72.8,"1,607","1,067,048","1,465,725"
ADL,OOL,1990,8,"1,449",16,80.3,"1,607","2,328,543","2,899,804"
ADL,OOL,1990,9,"2,107",21,89.2,"1,607","3,385,949","3,795,907"
ADL,OOL,1990,10,"1,460",17,74.1,"1,607","2,346,220","3,166,289"
ADL,OOL,1990,11,719,14,45.3,"1,607","1,155,433","2,550,625"
ADL,OOL,1990,12,"1,485",20,66.3,"1,607","2,386,395","3,599,389"
ADL,OOL,1991,1,"1,616",17,83.7,"1,607","2,596,912","3,102,643"
ADL,OOL,1991,2,665,10,59.3,"1,607","1,068,655","1,802,116"
ADL,OOL,1991,3,706,10,60.8,"1,607","1,134,542","1,866,023"
ADL,OOL,1991,4,"1,299",16,72.4,"1,607","2,087,493","2,883,278"
ADL,OOL,1991,5,"1,052",15,59.8,"1,607","1,690,564","2,827,030"
ADL,OOL,1991,6,"1,606",20,71.1,"1,607","2,580,842","3,629,876"
ADL,OOL,1991,7,803,8,91.3,"1,607","1,290,421","1,413,386"
ADL,OOL,1991,8,942,11,78.0,"1,607","1,513,794","1,940,762"
ADL,OOL,1991,9,679,8,77.2,"1,607","1,091,153","1,413,411"
ADL,OOL,1991,10,"1,270",15,80.0,"1,607","2,040,890","2,551,113"
ADL,OOL,1991,11,"1,227",20,57.6,"1,607","1,971,789","3,423,245"
ADL,OOL,1991,12,"1,192",17,65.7,"1,607","1,915,544","2,915,592"
ADL,OOL,1992,1,"1,353",16,78.0,"1,607","2,174,271","2,787,527"
ADL,OOL,1992,2,709,10,63.3,"1,607","1,139,363","1,799,942"
ADL,OOL,1992,3,385,6,57.3,"1,607","618,695","1,079,747"
ADL,OOL,1992,4,"1,135",14,75.3,"1,607","1,823,945","2,422,238"
ADL,OOL,1992,5,737,11,59.2,"1,607","1,184,359","2,000,606"
ADL,OOL,1992,6,410,6,61.0,"1,607","658,870","1,080,115"
ADL,OOL,1992,7,867,9,89.9,"1,607","1,393,269","1,549,799"
ADL,OOL,1992,8,935,11,79.2,"1,607","1,502,545","1,897,153"
ADL,OOL,1992,9,653,7,86.4,"1,607","1,049,371","1,214,550"
ADL,OOL,1992,10,672,8,77.8,"1,607","1,079,904","1,388,051"
ADL,OOL,1992,11,575,9,59.6,"1,607","924,025","1,550,378"
ADL,OOL,1992,12,571,8,66.1,"1,607","917,597","1,388,195"
ADL,OOL,1993,1,884,10,81.9,"1,607","1,420,588","1,734,540"
ADL,OOL,1993,2,531,8,60.9,"1,607","853,317","1,401,177"
ADL,OOL,1993,3,635,8,73.5,"1,607","1,020,445","1,388,361"
ADL,OOL,1993,4,820,9,82.0,"1,607","1,317,740","1,607,000"
ADL,OOL,1993,5,903,10,80.6,"1,607","1,451,121","1,800,398"
ADL,OOL,1993,6,746,8,83.3,"1,607","1,198,822","1,439,162"
ADL,OOL,1993,7,447,4,99.3,"1,607","718,329","723,393"
ADL,OOL,1993,9,103,1,98.1,"1,607","165,521","168,727"
ADL,OOL,1993,10,101,1,89.4,"1,607","162,307","181,551"
ADL,OOL,1994,4,104,1,92.0,"1,607","167,128","181,661"
ADL,PER,1984,1,"18,670",144,85.1,"2,120","39,580,400","46,510,458"
ADL,PER,1984,2,"14,556",121,81.5,"2,120","30,858,720","37,863,460"
ADL,PER,1984,3,"15,013",129,80.1,"2,120","31,827,560","39,734,782"
ADL,PER,1984,4,"15,758",134,80.9,"2,120","33,406,960","41,294,141"
ADL,PER,1984,5,"16,186",140,79.4,"2,120","34,314,320","43,217,028"
ADL,PER,1984,6,"14,465",126,79.7,"2,120","30,665,800","38,476,537"
ADL,PER,1984,7,"14,368",133,74.5,"2,120","30,460,160","40,886,121"
ADL,PER,1984,8,"16,601",145,77.7,"2,120","35,194,120","45,294,878"
ADL,PER,1984,9,"16,602",136,83.1,"2,120","35,196,240","42,354,079"
ADL,PER,1984,10,"17,742",142,82.8,"2,120","37,613,040","45,426,377"
ADL,PER,1984,11,"15,797",129,85.3,"2,120","33,489,640","39,261,008"
ADL,PER,1984,12,"16,358",133,85.9,"2,120","34,678,960","40,371,315"
ADL,PER,1985,1,"19,271",138,87.3,"2,120","40,854,520","46,797,847"
ADL,PER,1985,2,"15,134",116,86.6,"2,120","32,084,080","37,048,591"
ADL,PER,1985,3,"19,425",146,87.2,"2,120","41,181,000","47,225,917"
ADL,PER,1985,4,"16,733",134,84.6,"2,120","35,473,960","41,931,395"
ADL,PER,1985,5,"18,165",140,87.3,"2,120","38,509,800","44,112,027"
ADL,PER,1985,6,"16,519",127,84.3,"2,120","35,020,280","41,542,444"
ADL,PER,1985,7,"15,287",133,77.3,"2,120","32,408,440","41,925,537"
ADL,PER,1985,8,"16,571",141,77.8,"2,120","35,130,520","45,154,910"
ADL,PER,1985,9,"17,392",137,85.0,"2,120","36,871,040","43,377,694"
ADL,PER,1985,10,"17,486",138,82.9,"2,120","37,070,320","44,716,912"
ADL,PER,1985,11,"16,865",139,79.2,"2,120","35,753,800","45,143,687"
ADL,PER,1985,12,"18,889",149,81.1,"2,120","40,044,680","49,376,917"
ADL,PER,1986,1,"21,369",153,86.5,"2,120","45,302,280","52,372,578"
ADL,PER,1986,2,"17,329",136,85.0,"2,120","36,737,480","43,220,565"
ADL,PER,1986,3,"19,568",159,82.1,"2,120","41,484,160","50,528,819"
ADL,PER,1986,4,"18,489",157,80.8,"2,120","39,196,680","48,510,743"
ADL,PER,1986,5,"16,755",150,76.4,"2,120","35,520,600","46,492,932"
ADL,PER,1986,6,"15,654",137,74.7,"2,120","33,186,480","44,426,345"
ADL,PER,1986,7,"15,809",144,73.8,"2,120","33,515,080","45,413,388"
ADL,PER,1986,8,"17,180",157,75.2,"2,120","36,421,600","48,432,979"
ADL,PER,1986,9,"17,295",157,75.6,"2,120","36,665,400","48,499,206"
ADL,PER,1986,10,"20,413",171,77.7,"2,120","43,275,560","55,695,701"
ADL,PER,1986,11,"16,970",159,75.2,"2,120","35,976,400","47,840,957"
ADL,PER,1986,12,"19,554",168,79.8,"2,120","41,454,480","51,947,970"
ADL,PER,1987,1,"23,006",179,86.4,"2,120","48,772,720","56,449,907"
ADL,PER,1987,2,"18,932",166,78.3,"2,120","40,135,840","51,259,055"
ADL,PER,1987,3,"18,730",176,74.6,"2,120","39,707,600","53,227,346"
ADL,PER,1987,4,"19,640",170,82.0,"2,120","41,636,800","50,776,585"
ADL,PER,1987,5,"18,460",170,76.3,"2,120","39,135,200","51,291,219"
ADL,PER,1987,6,"15,977",160,70.5,"2,120","33,871,240","48,044,312"
ADL,PER,1987,7,"20,451",187,78.6,"2,120","43,356,120","55,160,458"
ADL,PER,1987,8,"19,270",185,75.2,"2,120","40,852,400","54,325,000"
ADL,PER,1987,9,"20,560",174,85.4,"2,120","43,587,200","51,038,876"
ADL,PER,1987,10,"22,267",184,87.9,"2,120","47,206,040","53,704,255"
ADL,PER,1987,11,"21,055",194,76.6,"2,120","44,636,600","58,272,324"
ADL,PER,1987,12,"20,585",188,80.2,"2,120","43,640,200","54,414,214"
ADL,PER,1988,1,"21,775",186,86.2,"2,120","46,163,000","53,553,364"
ADL,PER,1988,2,"21,863",194,82.5,"2,120","46,349,560","56,181,285"
ADL,PER,1988,3,"20,683",188,80.5,"2,120","43,847,960","54,469,516"
ADL,PER,1988,4,"20,985",187,84.7,"2,120","44,488,200","52,524,439"
ADL,PER,1988,5,"21,480",202,81.6,"2,120","45,537,600","55,805,882"
ADL,PER,1988,6,"18,831",194,75.9,"2,120","39,921,720","52,597,787"
ADL,PER,1988,7,"24,348",233,81.2,"2,120","51,617,760","63,568,670"
ADL,PER,1988,8,"20,422",196,79.7,"2,120","43,294,640","54,322,008"
ADL,PER,1988,9,"22,570",194,88.0,"2,120","47,848,400","54,373,182"
ADL,PER,1988,10,"22,750",198,88.5,"2,120","48,230,000","54,497,175"
ADL,PER,1988,11,"20,157",195,77.7,"2,120","42,732,840","54,997,220"
ADL,PER,1988,12,"21,514",191,87.0,"2,120","45,609,680","52,424,920"
ADL,PER,1989,1,"21,336",189,87.9,"2,120","45,232,320","51,458,840"
ADL,PER,1989,2,"17,662",174,79.1,"2,120","37,443,440","47,336,839"
ADL,PER,1989,3,"23,246",215,83.0,"2,120","49,281,520","59,375,325"
ADL,PER,1989,4,"21,689",195,86.0,"2,120","45,980,680","53,465,907"
ADL,PER,1989,5,"20,985",216,78.3,"2,120","44,488,200","56,817,625"
ADL,PER,1989,6,"17,670",207,69.0,"2,120","37,460,400","54,290,435"
ADL,PER,1989,7,"21,976",229,76.7,"2,120","46,589,120","60,742,008"
ADL,PER,1989,8,"13,319",147,68.6,"2,120","28,236,280","41,160,758"
ADL,PER,1989,9,"4,275",14,91.1,"2,120","9,063,000","9,948,408"
ADL,PER,1989,10,"3,999",11,102.4,"2,120","8,477,880","8,279,180"
ADL,PER,1989,11,"7,458",53,82.8,"2,120","15,810,960","19,095,362"
ADL,PER,1989,12,"10,110",89,85.3,"2,120","21,433,200","25,126,846"
ADL,PER,1990,1,"13,031",131,83.3,"2,120","27,625,720","33,164,130"
ADL,PER,1990,2,"13,622",157,67.6,"2,120","28,878,640","42,719,882"
ADL,PER,1990,3,"18,911",194,75.0,"2,120","40,091,320","53,455,093"
ADL,PER,1990,4,"20,886",200,78.9,"2,120","44,278,320","56,119,544"
ADL,PER,1990,5,"17,825",226,59.6,"2,120","37,789,000","63,404,362"
ADL,PER,1990,6,"15,522",210,57.6,"2,120","32,906,640","57,129,583"
ADL,PER,1990,7,"22,005",227,75.4,"2,120","46,650,600","61,870,822"
ADL,PER,1990,8,"20,495",236,67.5,"2,120","43,449,400","64,369,481"
ADL,PER,1990,9,"23,698",222,86.1,"2,120","50,239,760","58,350,476"
ADL,PER,1990,10,"28,611",274,84.0,"2,120","60,655,320","72,208,714"
ADL,PER,1990,11,"20,536",232,69.7,"2,120","43,536,320","62,462,439"
ADL,PER,1990,12,"21,241",231,74.2,"2,120","45,030,920","60,688,571"
ADL,PER,1991,1,"22,584",218,86.0,"2,120","47,878,080","55,672,186"
ADL,PER,1991,2,"17,316",208,68.1,"2,120","36,709,920","53,905,903"
ADL,PER,1991,3,"18,861",218,68.6,"2,120","39,985,320","58,287,638"
ADL,PER,1991,4,"19,723",215,73.2,"2,120","41,812,760","57,121,257"
ADL,PER,1991,5,"17,775",226,64.4,"2,120","37,683,000","58,513,975"
ADL,PER,1991,6,"15,932",216,60.4,"2,120","33,775,840","55,920,265"
ADL,PER,1991,7,"19,903",223,73.7,"2,120","42,194,360","57,251,506"
ADL,PER,1991,8,"21,050",227,77.1,"2,120","44,626,000","57,880,674"
ADL,PER,1991,9,"32,475",275,79.3,"2,120","68,847,000","86,818,411"
ADL,PER,1991,10,"36,005",286,83.6,"2,120","76,330,600","91,304,545"
ADL,PER,1991,11,"32,110",283,75.5,"2,120","68,073,200","90,163,179"
ADL,PER,1991,12,"30,824",281,84.5,"2,120","65,346,880","77,333,586"
ADL,PER,1992,1,"31,103",274,95.7,"2,120","65,938,360","68,901,108"
ADL,PER,1992,2,"23,118",219,87.2,"2,120","49,010,160","56,204,312"
ADL,PER,1992,3,"23,699",228,86.5,"2,120","50,241,880","58,083,098"
ADL,PER,1992,4,"24,265",222,87.7,"2,120","51,441,800","58,656,556"
ADL,PER,1992,5,"21,841",213,81.8,"2,120","46,302,920","56,605,037"
ADL,PER,1992,6,"20,147",205,79.0,"2,120","42,711,640","54,065,367"
ADL,PER,1992,7,"23,257",222,85.3,"2,120","49,304,840","57,801,688"
ADL,PER,1992,8,"27,583",270,80.3,"2,120","58,475,960","72,821,868"
ADL,PER,1992,9,"25,158",225,91.4,"2,120","53,334,960","58,353,348"
ADL,PER,1992,10,"26,182",226,93.5,"2,120","55,505,840","59,364,535"
ADL,PER,1992,11,"25,869",242,86.0,"2,120","54,842,280","63,770,093"
ADL,PER,1992,12,"26,249",222,94.7,"2,120","55,647,880","58,762,281"
ADL,PER,1993,1,"26,581",221,95.3,"2,120","56,351,720","59,130,871"
ADL,PER,1993,2,"23,013",200,90.9,"2,120","48,787,560","53,671,683"
ADL,PER,1993,3,"25,172",222,89.5,"2,120","53,364,640","59,625,296"
ADL,PER,1993,4,"25,664",223,90.2,"2,120","54,407,680","60,318,936"
ADL,PER,1993,5,"23,550",254,69.7,"2,120","49,926,000","71,629,842"
ADL,PER,1993,6,"23,269",259,67.5,"2,120","49,330,280","73,081,896"
ADL,PER,1993,7,"27,693",275,73.4,"2,120","58,709,160","79,985,232"
ADL,PER,1993,8,"25,394",275,67.9,"2,120","53,835,280","79,286,127"
ADL,PER,1993,9,"29,622",261,83.2,"2,120","62,798,640","75,479,135"
ADL,PER,1993,10,"31,125",279,78.9,"2,120","65,985,000","83,631,179"
ADL,PER,1993,11,"27,780",269,73.7,"2,120","58,893,600","79,909,905"
ADL,PER,1993,12,"30,359",279,77.3,"2,120","64,361,080","83,261,423"
ADL,PER,1994,1,"32,003",261,87.5,"2,120","67,846,360","77,538,697"
ADL,PER,1994,2,"27,066",233,83.1,"2,120","57,379,920","69,049,242"
ADL,PER,1994,3,"30,422",272,79.6,"2,120","64,494,640","81,023,417"
ADL,PER,1994,4,"30,394",270,79.6,"2,120","64,435,280","80,948,844"
ADL,PER,1994,5,"28,749",286,71.8,"2,120","60,947,880","84,885,627"
ADL,PER,1994,6,"26,770",272,70.0,"2,120","56,752,400","81,074,857"
ADL,SYD,1984,1,"37,401",358,80.8,"1,167","43,646,967","54,018,524"
ADL,SYD,1984,2,"29,680",298,76.7,"1,167","34,636,560","45,158,488"
ADL,SYD,1984,3,"35,481",368,75.2,"1,167","41,406,327","55,061,605"
ADL,SYD,1984,4,"34,894",358,76.4,"1,167","40,721,298","53,300,128"
ADL,SYD,1984,5,"39,198",380,79.1,"1,167","45,744,066","57,830,678"
ADL,SYD,1984,6,"31,115",317,76.4,"1,167","36,311,205","47,527,755"
ADL,SYD,1984,7,"34,393",354,77.2,"1,167","40,136,631","51,990,455"
ADL,SYD,1984,8,"38,870",377,79.9,"1,167","45,361,290","56,772,578"
ADL,SYD,1984,9,"37,840",378,78.5,"1,167","44,159,280","56,253,860"
ADL,SYD,1984,10,"36,880",367,78.0,"1,167","43,038,960","55,178,154"
ADL,SYD,1984,11,"33,471",338,78.4,"1,167","39,060,657","49,822,267"
ADL,SYD,1984,12,"35,490",355,79.7,"1,167","41,416,830","51,965,910"
ADL,SYD,1985,1,"38,222",358,79.8,"1,167","44,605,074","55,896,083"
ADL,SYD,1985,2,"26,014",296,66.1,"1,167","30,358,338","45,927,894"
ADL,SYD,1985,3,"33,823",393,66.1,"1,167","39,471,441","59,714,737"
ADL,SYD,1985,4,"36,701",376,78.4,"1,167","42,830,067","54,630,188"
ADL,SYD,1985,5,"39,437",377,79.7,"1,167","46,022,979","57,745,269"
ADL,SYD,1985,6,"33,913",350,72.8,"1,167","39,576,471","54,363,284"
ADL,SYD,1985,7,"28,786",310,73.9,"1,167","33,593,262","45,457,729"
ADL,SYD,1985,8,"37,637",375,77.3,"1,167","43,922,379","56,820,671"
ADL,SYD,1985,9,"38,613",379,78.6,"1,167","45,061,371","57,329,989"
ADL,SYD,1985,10,"39,015",393,74.6,"1,167","45,530,505","61,032,849"
ADL,SYD,1985,11,"41,370",403,72.5,"1,167","48,278,790","66,591,434"
ADL,SYD,1985,12,"36,798",374,74.4,"1,167","42,943,266","57,719,444"
ADL,SYD,1986,1,"40,139",385,77.3,"1,167","46,842,213","60,597,947"
ADL,SYD,1986,2,"33,820",321,79.5,"1,167","39,467,940","49,645,208"
ADL,SYD,1986,3,"43,290",373,84.3,"1,167","50,519,430","59,928,149"
ADL,SYD,1986,4,"38,044",356,82.3,"1,167","44,397,348","53,945,745"
ADL,SYD,1986,5,"41,700",385,81.6,"1,167","48,663,900","59,637,132"
ADL,SYD,1986,6,"34,415",347,74.9,"1,167","40,162,305","53,621,235"
ADL,SYD,1986,7,"33,481",345,72.6,"1,167","39,072,327","53,818,632"
ADL,SYD,1986,8,"39,610",377,79.4,"1,167","46,224,870","58,217,720"
ADL,SYD,1986,9,"38,196",380,78.1,"1,167","44,574,732","57,073,921"
ADL,SYD,1986,10,"50,350",460,79.0,"1,167","58,758,450","74,377,785"
ADL,SYD,1986,11,"35,746",373,73.8,"1,167","41,715,582","56,525,179"
ADL,SYD,1986,12,"37,225",376,76.6,"1,167","43,441,575","56,712,239"
ADL,SYD,1987,1,"38,033",381,77.6,"1,167","44,384,511","57,196,535"
ADL,SYD,1987,2,"32,953",347,71.8,"1,167","38,456,151","53,560,099"
ADL,SYD,1987,3,"36,631",378,74.4,"1,167","42,748,377","57,457,496"
ADL,SYD,1987,4,"39,532",372,85.0,"1,167","46,133,844","54,275,111"
ADL,SYD,1987,5,"35,494",371,76.1,"1,167","41,421,498","54,430,352"
ADL,SYD,1987,6,"34,118",367,74.9,"1,167","39,815,706","53,158,486"
ADL,SYD,1987,7,"40,336",411,77.5,"1,167","47,072,112","60,738,209"
ADL,SYD,1987,8,"38,294",412,73.1,"1,167","44,689,098","61,134,197"
ADL,SYD,1987,9,"38,418",392,77.4,"1,167","44,833,806","57,924,814"
ADL,SYD,1987,10,"43,040",408,81.4,"1,167","50,227,680","61,704,767"
ADL,SYD,1987,11,"48,353",481,73.4,"1,167","56,427,951","76,877,317"
ADL,SYD,1987,12,"38,184",389,76.2,"1,167","44,560,728","58,478,646"
ADL,SYD,1988,1,"40,693",390,82.3,"1,167","47,488,731","57,701,982"
ADL,SYD,1988,2,"36,418",356,78.5,"1,167","42,499,806","54,139,880"
ADL,SYD,1988,3,"43,582",403,81.3,"1,167","50,860,194","62,558,664"
ADL,SYD,1988,4,"41,753",375,84.5,"1,167","48,725,751","57,663,611"
ADL,SYD,1988,5,"42,604",405,77.9,"1,167","49,718,868","63,823,964"
ADL,SYD,1988,6,"38,022",383,77.3,"1,167","44,371,674","57,401,907"
ADL,SYD,1988,7,"46,743",434,83.9,"1,167","54,549,081","65,016,783"
ADL,SYD,1988,8,"40,535",400,78.5,"1,167","47,304,345","60,260,312"
ADL,SYD,1988,9,"44,344",393,88.0,"1,167","51,749,448","58,806,191"
ADL,SYD,1988,10,"44,204",390,88.9,"1,167","51,586,068","58,027,073"
ADL,SYD,1988,11,"51,592",475,80.3,"1,167","60,207,864","74,978,660"
ADL,SYD,1988,12,"40,906",393,82.6,"1,167","47,737,302","57,793,344"
ADL,SYD,1989,1,"38,139",388,80.3,"1,167","44,508,213","55,427,413"
ADL,SYD,1989,2,"36,993",371,78.3,"1,167","43,170,831","55,135,161"
ADL,SYD,1989,3,"43,811",434,79.2,"1,167","51,127,437","64,554,845"
ADL,SYD,1989,4,"40,460",407,78.3,"1,167","47,216,820","60,302,452"
ADL,SYD,1989,5,"39,297",427,73.3,"1,167","45,859,599","62,564,255"
ADL,SYD,1989,6,"38,556",421,74.3,"1,167","44,994,852","60,558,347"
ADL,SYD,1989,7,"44,084",451,78.4,"1,167","51,446,028","65,619,934"
ADL,SYD,1989,8,"26,810",288,73.8,"1,167","31,287,270","42,394,675"
ADL,SYD,1989,9,"11,593",91,91.5,"1,167","13,529,031","14,785,826"
ADL,SYD,1989,10,"24,740",196,92.0,"1,167","28,871,580","31,382,152"
ADL,SYD,1989,11,"37,524",332,77.8,"1,167","43,790,508","56,286,000"
ADL,SYD,1989,12,"39,333",370,71.8,"1,167","45,901,611","63,929,820"
ADL,SYD,1990,1,"40,067",396,79.1,"1,167","46,758,189","59,112,755"
ADL,SYD,1990,2,"38,322",381,78.0,"1,167","44,721,774","57,335,608"
ADL,SYD,1990,3,"44,482",426,79.5,"1,167","51,910,494","65,296,219"
ADL,SYD,1990,4,"44,880",418,83.2,"1,167","52,374,960","62,950,673"
ADL,SYD,1990,5,"39,554",411,73.7,"1,167","46,159,518","62,631,639"
ADL,SYD,1990,6,"38,504",391,75.9,"1,167","44,934,168","59,201,802"
ADL,SYD,1990,7,"44,768",450,77.2,"1,167","52,244,256","67,673,907"
ADL,SYD,1990,8,"43,467",488,71.3,"1,167","50,725,989","71,144,445"
ADL,SYD,1990,9,"41,274",418,76.5,"1,167","48,166,758","62,963,082"
ADL,SYD,1990,10,"47,684",479,76.9,"1,167","55,647,228","72,363,105"
ADL,SYD,1990,11,"49,954",520,72.3,"1,167","58,296,318","80,631,145"
ADL,SYD,1990,12,"43,602",478,72.0,"1,167","50,883,534","70,671,575"
ADL,SYD,1991,1,"48,284",468,83.3,"1,167","56,347,428","67,643,971"
ADL,SYD,1991,2,"39,252",440,70.3,"1,167","45,807,084","65,159,437"
ADL,SYD,1991,3,"43,329",470,73.5,"1,167","50,564,943","68,795,841"
ADL,SYD,1991,4,"44,750",466,79.2,"1,167","52,223,250","65,938,447"
ADL,SYD,1991,5,"42,272",496,72.2,"1,167","49,331,424","68,326,072"
ADL,SYD,1991,6,"40,200",460,73.2,"1,167","46,913,400","64,089,344"
ADL,SYD,1991,7,"54,376",515,82.3,"1,167","63,456,792","77,104,243"
ADL,SYD,1991,8,"56,515",563,76.1,"1,167","65,953,005","86,666,235"
ADL,SYD,1991,9,"64,600",558,87.6,"1,167","75,388,200","86,059,589"
ADL,SYD,1991,10,"72,842",611,89.1,"1,167","85,006,614","95,405,852"
ADL,SYD,1991,11,"69,878",626,80.4,"1,167","81,547,626","101,427,396"
ADL,SYD,1991,12,"63,962",590,83.5,"1,167","74,643,654","89,393,598"
ADL,SYD,1992,1,"60,423",553,92.1,"1,167","70,513,641","76,562,042"
ADL,SYD,1992,2,"49,714",513,82.1,"1,167","58,016,238","70,665,333"
ADL,SYD,1992,3,"56,695",582,82.3,"1,167","66,163,065","80,392,546"
ADL,SYD,1992,4,"55,637",587,80.6,"1,167","64,928,379","80,556,301"
ADL,SYD,1992,5,"54,584",622,74.7,"1,167","63,699,528","85,273,799"
ADL,SYD,1992,6,"52,114",612,72.2,"1,167","60,817,038","84,234,125"
ADL,SYD,1992,7,"61,625",670,78.8,"1,167","71,916,375","91,264,435"
ADL,SYD,1992,8,"61,039",692,73.8,"1,167","71,232,513","96,521,020"
ADL,SYD,1992,9,"58,698",665,75.3,"1,167","68,500,566","90,970,207"
ADL,SYD,1992,10,"63,131",681,79.8,"1,167","73,673,877","92,323,154"
ADL,SYD,1992,11,"67,173",686,81.1,"1,167","78,390,891","96,659,545"
ADL,SYD,1992,12,"57,291",637,77.7,"1,167","66,858,597","86,047,100"
ADL,SYD,1993,1,"61,641",642,83.2,"1,167","71,935,047","86,460,393"
ADL,SYD,1993,2,"54,281",605,76.5,"1,167","63,345,927","82,805,133"
ADL,SYD,1993,3,"62,515",701,76.1,"1,167","72,955,005","95,867,286"
ADL,SYD,1993,4,"67,414",682,83.7,"1,167","78,672,138","93,992,996"
ADL,SYD,1993,5,"60,761",689,72.3,"1,167","70,908,087","98,074,809"
ADL,SYD,1993,6,"58,102",668,71.8,"1,167","67,805,034","94,435,981"
ADL,SYD,1993,7,"72,695",764,75.0,"1,167","84,835,065","113,113,420"
ADL,SYD,1993,8,"69,698",738,74.7,"1,167","81,337,566","108,885,631"
ADL,SYD,1993,9,"74,485",741,79.3,"1,167","86,923,995","109,614,117"
ADL,SYD,1993,10,"78,428",766,78.5,"1,167","91,525,476","116,592,963"
ADL,SYD,1993,11,"78,661",736,80.2,"1,167","91,797,387","114,460,582"
ADL,SYD,1993,12,"71,722",730,74.8,"1,167","83,699,574","111,897,826"
ADL,SYD,1994,1,"78,375",709,81.9,"1,167","91,463,625","111,677,198"
ADL,SYD,1994,2,"68,297",680,76.7,"1,167","79,702,599","103,914,731"
ADL,SYD,1994,3,"78,268",768,78.7,"1,167","91,338,756","116,059,410"
ADL,SYD,1994,4,"75,096",744,76.9,"1,167","87,637,032","113,962,330"
ADL,SYD,1994,5,"69,803",783,68.9,"1,167","81,460,101","118,229,464"
ADL,SYD,1994,6,"68,936",773,69.2,"1,167","80,448,312","116,254,786"
ASP,DRW,1984,1,"9,035",89,71.2,"1,305","11,790,675","16,559,937"
ASP,DRW,1984,2,"6,407",66,67.4,"1,305","8,361,135","12,405,245"
ASP,DRW,1984,3,"6,842",71,67.5,"1,305","8,928,810","13,227,867"
ASP,DRW,1984,4,"7,473",73,71.1,"1,305","9,752,265","13,716,266"
ASP,DRW,1984,5,"8,919",82,76.1,"1,305","11,639,295","15,294,737"
ASP,DRW,1984,6,"9,017",75,84.1,"1,305","11,767,185","13,991,897"
ASP,DRW,1984,7,"9,526",84,79.3,"1,305","12,431,430","15,676,456"
