DOMESTIC/REGIONAL AIRLINES,,,,,,,,,
CITY PAIR STATISTICS :  TRAFFIC ON BOARD BY STAGES,,,,,,,,,
REPORT PERIOD FROM 1 JANUARY 1984  TO 30 JUNE 1994,,,,,,,,,
Traffic covers both directions of each city pair.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
City Pair Route,,Year,Month,Revenue,Aircraft,Rev Pax,Distance,RPKs,ASKs
Industry Domestic/Regional,,,,Passengers,Trips,LF %,GC (klm),,
,,,,,,,,,
,,,,,,,,,
ABX,SYD,1984,1,"11,478",296,79.8,452,"5,188,056","6,501,323"
ABX,SYD,1984,2,"9,590",276,68.2,452,"4,334,680","6,355,836"
ABX,SYD,1984,3,"10,462",294,70.5,452,"4,728,824","6,707,552"
ABX,SYD,1984,4,"9,366",243,77.2,452,"4,233,432","5,483,720"
ABX,SYD,1984,5,"10,110",245,76.9,452,"4,569,720","5,942,419"
ABX,SYD,1984,6,"9,241",246,72.1,452,"4,176,932","5,793,248"
ABX,SYD,1984,7,"8,375",184,79.1,452,"3,785,500","4,785,714"
ABX,SYD,1984,8,"9,686",193,84.8,452,"4,378,072","5,162,821"
ABX,SYD,1984,9,"9,464",191,84.8,452,"4,277,728","5,044,491"
ABX,SYD,1984,10,"9,610",185,84.3,452,"4,343,720","5,152,693"
ABX,SYD,1984,11,"10,320",189,78.7,452,"4,664,640","5,927,116"
ABX,SYD,1984,12,"10,929",192,81.4,452,"4,939,908","6,068,683"
ABX,SYD,1985,1,"11,133",191,83.9,452,"5,032,116","5,997,754"
ABX,SYD,1985,2,"9,954",173,81.8,452,"4,499,208","5,500,254"
ABX,SYD,1985,3,"11,701",194,86.3,452,"5,288,852","6,128,450"
ABX,SYD,1985,4,"11,251",192,84.2,452,"5,085,452","6,039,729"
ABX,SYD,1985,5,"12,049",214,82.8,452,"5,446,148","6,577,473"
ABX,SYD,1985,6,"11,515",218,79.2,452,"5,204,780","6,571,692"
ABX,SYD,1985,7,"9,652",192,77.0,452,"4,362,704","5,665,849"
ABX,SYD,1985,8,"13,684",271,82.2,452,"6,185,168","7,524,535"
ABX,SYD,1985,9,"14,121",327,76.3,452,"6,382,692","8,365,258"
ABX,SYD,1985,10,"14,791",364,74.5,452,"6,685,532","8,973,868"
ABX,SYD,1985,11,"12,973",314,75.8,452,"5,863,796","7,735,879"
ABX,SYD,1985,12,"14,616",362,72.1,452,"6,606,432","9,162,874"
ABX,SYD,1986,1,"15,558",354,78.1,452,"7,032,216","9,004,118"
ABX,SYD,1986,2,"12,408",310,72.1,452,"5,608,416","7,778,663"
ABX,SYD,1986,3,"14,369",326,75.7,452,"6,494,788","8,579,641"
ABX,SYD,1986,4,"13,677",312,75.9,452,"6,182,004","8,144,933"
ABX,SYD,1986,5,"12,980",274,78.6,452,"5,866,960","7,464,326"
ABX,SYD,1986,6,"11,788",273,72.6,452,"5,328,176","7,339,085"
ABX,SYD,1986,7,"12,543",268,77.2,452,"5,669,436","7,343,829"
ABX,SYD,1986,8,"14,595",292,82.6,452,"6,596,940","7,986,610"
ABX,SYD,1986,9,"13,713",273,82.8,452,"6,198,276","7,485,841"
ABX,SYD,1986,10,"13,876",300,77.5,452,"6,271,952","8,092,841"
ABX,SYD,1986,11,"11,773",289,67.5,452,"5,321,396","7,883,550"
ABX,SYD,1986,12,"11,685",274,68.5,452,"5,281,620","7,710,394"
ABX,SYD,1987,1,"11,707",259,73.6,452,"5,291,564","7,189,625"
ABX,SYD,1987,2,"10,418",248,68.6,452,"4,708,936","6,864,338"
ABX,SYD,1987,3,"13,127",287,74.5,452,"5,933,404","7,964,301"
ABX,SYD,1987,4,"13,510",289,77.3,452,"6,106,520","7,899,767"
ABX,SYD,1987,5,"12,654",289,72.2,452,"5,719,608","7,921,895"
ABX,SYD,1987,6,"11,641",263,71.7,452,"5,261,732","7,338,538"
ABX,SYD,1987,7,"12,895",281,78.3,452,"5,828,540","7,443,857"
ABX,SYD,1987,8,"13,363",293,79.6,452,"6,040,076","7,588,035"
ABX,SYD,1987,9,"12,712",287,80.6,452,"5,745,824","7,128,814"
ABX,SYD,1987,10,"13,232",333,72.9,452,"5,980,864","8,204,203"
ABX,SYD,1987,11,"11,431",291,70.4,452,"5,166,812","7,339,222"
ABX,SYD,1987,12,"10,463",257,71.4,452,"4,729,276","6,623,636"
ABX,SYD,1988,1,"9,477",211,75.9,452,"4,283,604","5,643,747"
ABX,SYD,1988,2,"9,097",219,69.7,452,"4,111,844","5,899,346"
ABX,SYD,1988,3,"11,387",255,77.2,452,"5,146,924","6,667,000"
ABX,SYD,1988,4,"10,569",230,74.9,452,"4,777,188","6,378,088"
ABX,SYD,1988,5,"10,026",226,72.9,452,"4,531,752","6,216,395"
ABX,SYD,1988,6,"8,754",225,68.9,452,"3,956,808","5,742,827"
ABX,SYD,1988,7,"10,404",254,75.7,452,"4,702,608","6,212,164"
ABX,SYD,1988,8,"10,435",260,72.2,452,"4,716,620","6,532,715"
ABX,SYD,1988,9,"11,201",257,79.7,452,"5,062,852","6,352,386"
ABX,SYD,1988,10,"11,181",256,79.0,452,"5,053,812","6,397,230"
ABX,SYD,1988,11,"7,830",228,65.1,452,"3,539,160","5,436,498"
ABX,SYD,1988,12,"8,202",238,64.7,452,"3,707,304","5,729,991"
ABX,SYD,1989,1,"7,517",228,59.5,452,"3,397,684","5,710,393"
ABX,SYD,1989,2,"7,306",203,65.0,452,"3,302,312","5,080,480"
ABX,SYD,1989,3,"9,643",237,73.3,452,"4,358,636","5,946,297"
ABX,SYD,1989,4,"7,232",203,65.7,452,"3,268,864","4,975,440"
ABX,SYD,1989,5,"7,060",206,63.1,452,"3,191,120","5,057,242"
ABX,SYD,1989,6,"7,361",202,66.1,452,"3,327,172","5,033,543"
ABX,SYD,1989,7,"9,246",229,72.3,452,"4,179,192","5,780,349"
ABX,SYD,1989,8,"5,708",156,66.1,452,"2,580,016","3,903,201"
ABX,SYD,1989,11,986,40,48.3,452,"445,672","922,716"
ABX,SYD,1989,12,"1,885",76,46.9,452,"852,020","1,816,674"
ABX,SYD,1990,1,"2,141",62,63.3,452,"967,732","1,528,803"
ABX,SYD,1990,2,"2,469",68,66.4,452,"1,115,988","1,680,705"
ABX,SYD,1990,3,"2,775",80,64.5,452,"1,254,300","1,944,651"
ABX,SYD,1990,4,"3,276",111,65.2,452,"1,480,752","2,271,092"
ABX,SYD,1990,5,"4,033",192,54.6,452,"1,822,916","3,338,674"
ABX,SYD,1990,6,"4,377",240,48.2,452,"1,978,404","4,104,573"
ABX,SYD,1990,7,"5,705",321,49.5,452,"2,578,660","5,209,414"
ABX,SYD,1990,8,"5,449",258,57.4,452,"2,462,948","4,290,850"
ABX,SYD,1990,9,"6,177",249,63.5,452,"2,792,004","4,396,857"
ABX,SYD,1990,10,"6,455",302,53.4,452,"2,917,660","5,463,783"
ABX,SYD,1990,11,"5,416",263,48.4,452,"2,448,032","5,057,917"
ABX,SYD,1990,12,"5,629",266,49.2,452,"2,544,308","5,171,358"
ABX,SYD,1991,1,"4,199",232,43.0,452,"1,897,948","4,413,833"
ABX,SYD,1991,2,"4,663",247,44.8,452,"2,107,676","4,704,634"
ABX,SYD,1991,3,"4,343",219,48.0,452,"1,963,036","4,089,658"
ABX,SYD,1991,4,"5,686",252,55.6,452,"2,570,072","4,622,432"
ABX,SYD,1991,5,"4,978",225,51.9,452,"2,250,056","4,335,368"
ABX,SYD,1991,6,"4,632",211,52.0,452,"2,093,664","4,026,277"
ABX,SYD,1991,7,"6,785",274,59.6,452,"3,066,820","5,145,671"
ABX,SYD,1991,8,"6,223",241,62.1,452,"2,812,796","4,529,462"
ABX,SYD,1991,9,"6,241",229,65.2,452,"2,820,932","4,326,583"
ABX,SYD,1991,10,"7,710",271,69.3,452,"3,484,920","5,028,745"
ABX,SYD,1991,11,"6,562",224,70.2,452,"2,966,024","4,225,105"
ABX,SYD,1991,12,"5,560",203,64.3,452,"2,513,120","3,908,429"
ABX,SYD,1992,1,"4,397",171,65.3,452,"1,987,444","3,043,559"
ABX,SYD,1992,2,"5,701",218,59.8,452,"2,576,852","4,309,117"
ABX,SYD,1992,3,"5,796",249,56.3,452,"2,619,792","4,653,272"
ABX,SYD,1992,4,"6,428",220,66.0,452,"2,905,456","4,402,206"
ABX,SYD,1992,5,"5,858",229,60.5,452,"2,647,816","4,376,555"
ABX,SYD,1992,6,"5,613",235,58.0,452,"2,537,076","4,374,269"
ABX,SYD,1992,7,"6,749",253,63.3,452,"3,050,548","4,819,191"
ABX,SYD,1992,8,"5,947",228,62.6,452,"2,688,044","4,294,000"
ABX,SYD,1992,9,"6,544",245,63.2,452,"2,957,888","4,680,203"
ABX,SYD,1992,10,"6,931",266,62.9,452,"3,132,812","4,980,623"
ABX,SYD,1992,11,"6,069",235,60.2,452,"2,743,188","4,556,791"
ABX,SYD,1992,12,"5,106",212,58.0,452,"2,307,912","3,979,159"
ABX,SYD,1993,1,"3,196",121,66.1,452,"1,444,592","2,185,464"
ABX,SYD,1993,2,"5,454",191,68.4,452,"2,465,208","3,604,105"
ABX,SYD,1993,3,"6,563",245,64.1,452,"2,966,476","4,627,888"
ABX,SYD,1993,4,"6,700",243,67.5,452,"3,028,400","4,486,519"
ABX,SYD,1993,5,"5,832",222,63.6,452,"2,636,064","4,144,755"
ABX,SYD,1993,6,"6,494",256,61.8,452,"2,935,288","4,749,657"
ABX,SYD,1993,7,"7,436",258,71.7,452,"3,361,072","4,687,688"
ABX,SYD,1993,8,"7,940",257,77.4,452,"3,588,880","4,636,796"
ABX,SYD,1993,9,"8,069",262,76.6,452,"3,647,188","4,761,342"
ABX,SYD,1993,10,"8,463",269,78.9,452,"3,825,276","4,848,259"
ABX,SYD,1993,11,"7,066",233,69.3,452,"3,193,832","4,608,704"
ABX,SYD,1993,12,"6,280",206,76.6,452,"2,838,560","3,705,692"
ABX,SYD,1994,1,"5,248",199,70.3,452,"2,372,096","3,374,248"
ABX,SYD,1994,2,"7,307",236,73.7,452,"3,302,764","4,481,362"
ABX,SYD,1994,3,"9,216",286,77.7,452,"4,165,632","5,361,174"
ABX,SYD,1994,4,"9,066",291,76.7,452,"4,097,832","5,342,675"
ABX,SYD,1994,5,"8,316",281,71.2,452,"3,758,832","5,279,258"
ABX,SYD,1994,6,"9,265",307,71.0,452,"4,187,780","5,898,282"
ADL,ASP,1984,1,"15,743",143,81.8,"1,316","20,717,788","25,327,369"
ADL,ASP,1984,2,"9,863",91,78.4,"1,316","12,979,708","16,555,750"
ADL,ASP,1984,3,"11,142",118,71.4,"1,316","14,662,872","20,536,235"
ADL,ASP,1984,4,"12,809",123,77.9,"1,316","16,856,644","21,638,824"
ADL,ASP,1984,5,"14,490",135,77.2,"1,316","19,068,840","24,700,570"
ADL,ASP,1984,6,"11,888",124,73.6,"1,316","15,644,608","21,256,261"
ADL,ASP,1984,7,"14,116",131,80.4,"1,316","18,576,656","23,105,294"
ADL,ASP,1984,8,"15,433",135,83.7,"1,316","20,309,828","24,265,027"
ADL,ASP,1984,9,"13,601",125,79.5,"1,316","17,898,916","22,514,360"
ADL,ASP,1984,10,"12,518",129,74.3,"1,316","16,473,688","22,171,855"
ADL,ASP,1984,11,"11,882",114,76.4,"1,316","15,636,712","20,466,901"
ADL,ASP,1984,12,"10,760",106,74.7,"1,316","14,160,160","18,956,037"
ADL,ASP,1985,1,"13,321",126,75.8,"1,316","17,530,436","23,127,224"
ADL,ASP,1985,2,"10,096",110,69.1,"1,316","13,286,336","19,227,693"
ADL,ASP,1985,3,"12,237",124,71.7,"1,316","16,103,892","22,460,100"
ADL,ASP,1985,4,"13,287",123,80.6,"1,316","17,485,692","21,694,407"
ADL,ASP,1985,5,"13,926",125,80.9,"1,316","18,326,616","22,653,419"
ADL,ASP,1985,6,"13,085",123,80.2,"1,316","17,219,860","21,471,147"
ADL,ASP,1985,7,"14,767",129,80.0,"1,316","19,433,372","24,291,715"
ADL,ASP,1985,8,"16,496",134,84.8,"1,316","21,708,736","25,599,925"
ADL,ASP,1985,9,"14,614",123,80.6,"1,316","19,232,024","23,861,072"
ADL,ASP,1985,10,"13,710",125,76.3,"1,316","18,042,360","23,646,606"
ADL,ASP,1985,11,"12,750",121,72.5,"1,316","16,779,000","23,143,448"
ADL,ASP,1985,12,"13,408",131,69.5,"1,316","17,644,928","25,388,386"
ADL,ASP,1986,1,"14,493",129,77.7,"1,316","19,072,788","24,546,703"
ADL,ASP,1986,2,"11,329",106,76.5,"1,316","14,908,964","19,488,842"
ADL,ASP,1986,3,"14,462",127,79.1,"1,316","19,031,992","24,060,673"
ADL,ASP,1986,4,"15,058",124,83.8,"1,316","19,816,328","23,647,169"
ADL,ASP,1986,5,"16,465",123,85.6,"1,316","21,667,940","25,313,014"
ADL,ASP,1986,6,"14,690",120,81.6,"1,316","19,332,040","23,691,225"
ADL,ASP,1986,7,"16,336",127,84.1,"1,316","21,498,176","25,562,635"
ADL,ASP,1986,8,"17,680",126,87.6,"1,316","23,266,880","26,560,365"
ADL,ASP,1986,9,"15,236",121,83.9,"1,316","20,050,576","23,898,184"
ADL,ASP,1986,10,"14,899",126,79.2,"1,316","19,607,084","24,756,419"
ADL,ASP,1986,11,"14,678",124,80.3,"1,316","19,316,248","24,055,103"
ADL,ASP,1986,12,"14,313",127,73.2,"1,316","18,835,908","25,732,115"
ADL,ASP,1987,1,"16,458",130,84.5,"1,316","21,658,728","25,631,631"
ADL,ASP,1987,2,"11,917",113,75.7,"1,316","15,682,772","20,717,004"
ADL,ASP,1987,3,"14,212",128,80.3,"1,316","18,702,992","23,291,397"
ADL,ASP,1987,4,"15,262",128,83.4,"1,316","20,084,792","24,082,484"
ADL,ASP,1987,5,"13,187",130,75.8,"1,316","17,354,092","22,894,580"
ADL,ASP,1987,6,"13,070",127,76.8,"1,316","17,200,120","22,395,990"
ADL,ASP,1987,7,"18,510",136,89.4,"1,316","24,359,160","27,247,383"
ADL,ASP,1987,8,"16,077",129,88.6,"1,316","21,157,332","23,879,607"
ADL,ASP,1987,9,"14,951",127,83.4,"1,316","19,675,516","23,591,746"
ADL,ASP,1987,10,"15,780",132,81.5,"1,316","20,766,480","25,480,344"
ADL,ASP,1987,11,"14,495",125,83.6,"1,316","19,075,420","22,817,488"
ADL,ASP,1987,12,"14,890",128,80.0,"1,316","19,595,240","24,494,050"
ADL,ASP,1988,1,"15,900",130,87.9,"1,316","20,924,400","23,804,778"
ADL,ASP,1988,2,"12,626",116,85.7,"1,316","16,615,816","19,388,350"
ADL,ASP,1988,3,"14,585",126,89.0,"1,316","19,193,860","21,566,135"
ADL,ASP,1988,4,"14,706",127,87.8,"1,316","19,353,096","22,042,251"
ADL,ASP,1988,5,"14,061",128,83.3,"1,316","18,504,276","22,214,017"
ADL,ASP,1988,6,"14,201",121,88.6,"1,316","18,688,516","21,093,133"
ADL,ASP,1988,7,"18,540",140,93.7,"1,316","24,398,640","26,039,104"
ADL,ASP,1988,8,"16,126",127,91.3,"1,316","21,221,816","23,244,048"
ADL,ASP,1988,9,"16,512",128,92.8,"1,316","21,729,792","23,415,724"
ADL,ASP,1988,10,"16,171",127,90.5,"1,316","21,281,036","23,514,957"
ADL,ASP,1988,11,"13,167",123,84.8,"1,316","17,327,772","20,433,693"
ADL,ASP,1988,12,"14,547",131,78.8,"1,316","19,143,852","24,294,228"
ADL,ASP,1989,1,"15,440",129,84.9,"1,316","20,319,040","23,932,909"
ADL,ASP,1989,2,"11,338",113,86.6,"1,316","14,920,808","17,229,570"
ADL,ASP,1989,3,"14,280",131,88.8,"1,316","18,792,480","21,162,703"
ADL,ASP,1989,4,"14,356",133,80.6,"1,316","18,892,496","23,439,821"
ADL,ASP,1989,5,"12,508",135,70.6,"1,316","16,460,528","23,315,195"
ADL,ASP,1989,6,"15,144",134,82.7,"1,316","19,929,504","24,098,554"
ADL,ASP,1989,7,"20,426",156,80.0,"1,316","26,880,616","33,600,770"
ADL,ASP,1989,8,"12,237",106,78.1,"1,316","16,103,892","20,619,580"
ADL,ASP,1989,9,846,14,59.5,"1,316","1,113,336","1,871,153"
ADL,ASP,1989,10,"3,438",52,69.7,"1,316","4,524,408","6,491,260"
ADL,ASP,1989,11,"6,771",94,68.6,"1,316","8,910,636","12,989,265"
ADL,ASP,1989,12,"8,788",108,75.5,"1,316","11,565,008","15,317,891"
ADL,ASP,1990,1,"11,217",103,79.5,"1,316","14,761,572","18,568,015"
ADL,ASP,1990,2,"10,160",101,71.9,"1,316","13,370,560","18,596,050"
ADL,ASP,1990,3,"12,972",126,77.4,"1,316","17,071,152","22,055,752"
ADL,ASP,1990,4,"14,188",128,88.6,"1,316","18,671,408","21,073,824"
ADL,ASP,1990,5,"13,526",124,78.5,"1,316","17,800,216","22,675,434"
ADL,ASP,1990,6,"13,794",121,82.2,"1,316","18,152,904","22,083,825"
ADL,ASP,1990,7,"18,347",129,81.7,"1,316","24,144,652","29,552,818"
ADL,ASP,1990,8,"17,161",129,75.7,"1,316","22,583,876","29,833,390"
ADL,ASP,1990,9,"15,955",116,78.8,"1,316","20,996,780","26,645,660"
ADL,ASP,1990,10,"17,204",129,76.1,"1,316","22,640,464","29,750,938"
ADL,ASP,1990,11,"15,155",130,70.8,"1,316","19,943,980","28,169,463"
ADL,ASP,1990,12,"15,913",133,71.9,"1,316","20,941,508","29,125,880"
ADL,ASP,1991,1,"18,649",135,81.0,"1,316","24,542,084","30,298,869"
ADL,ASP,1991,2,"13,199",119,68.6,"1,316","17,369,884","25,320,531"
ADL,ASP,1991,3,"15,167",125,72.5,"1,316","19,959,772","27,530,720"
ADL,ASP,1991,4,"16,666",123,81.9,"1,316","21,932,456","26,779,556"
ADL,ASP,1991,5,"16,040",130,75.1,"1,316","21,108,640","28,107,377"
ADL,ASP,1991,6,"10,635",124,73.2,"1,316","13,995,660","19,119,754"
ADL,ASP,1991,7,"13,006",129,86.6,"1,316","17,115,896","19,764,314"
ADL,ASP,1991,8,"11,206",129,78.7,"1,316","14,747,096","18,738,368"
ADL,ASP,1991,9,"11,471",124,85.5,"1,316","15,095,836","17,655,949"
ADL,ASP,1991,10,"11,988",131,84.1,"1,316","15,776,208","18,758,868"
ADL,ASP,1991,11,"10,176",124,74.9,"1,316","13,391,616","17,879,327"
ADL,ASP,1991,12,"10,758",127,77.0,"1,316","14,157,528","18,386,400"
ADL,ASP,1992,1,"11,920",128,87.3,"1,316","15,686,720","17,968,751"
ADL,ASP,1992,2,"10,151",116,81.9,"1,316","13,358,716","16,311,009"
ADL,ASP,1992,3,"10,776",125,80.0,"1,316","14,181,216","17,726,520"
ADL,ASP,1992,4,"12,464",125,81.3,"1,316","16,402,624","20,175,429"
ADL,ASP,1992,5,"11,743",128,77.1,"1,316","15,453,788","20,043,824"
ADL,ASP,1992,6,"11,529",121,80.0,"1,316","15,172,164","18,965,205"
ADL,ASP,1992,7,"14,105",134,89.4,"1,316","18,562,180","20,763,065"
ADL,ASP,1992,8,"12,474",130,82.7,"1,316","16,415,784","19,849,799"
ADL,ASP,1992,9,"11,309",124,81.4,"1,316","14,882,644","18,283,346"
ADL,ASP,1992,10,"13,217",131,87.7,"1,316","17,393,572","19,833,035"
ADL,ASP,1992,11,"12,076",120,86.2,"1,316","15,892,016","18,436,213"
ADL,ASP,1992,12,"12,409",124,85.6,"1,316","16,330,244","19,077,388"
ADL,ASP,1993,1,"12,683",124,87.9,"1,316","16,690,828","18,988,428"
ADL,ASP,1993,2,"10,345",113,79.7,"1,316","13,614,020","17,081,581"
ADL,ASP,1993,3,"12,035",124,82.8,"1,316","15,838,060","19,128,092"
ADL,ASP,1993,4,"13,016",125,88.8,"1,316","17,129,056","19,289,477"
ADL,ASP,1993,5,"12,141",128,78.3,"1,316","15,977,556","20,405,563"
ADL,ASP,1993,6,"12,506",124,83.9,"1,316","16,457,896","19,616,086"
ADL,ASP,1993,7,"14,280",130,90.7,"1,316","18,792,480","20,719,383"
ADL,ASP,1993,8,"13,697",129,87.6,"1,316","18,025,252","20,576,772"
ADL,ASP,1993,9,"13,052",124,88.1,"1,316","17,176,432","19,496,518"
ADL,ASP,1993,10,"13,805",127,87.3,"1,316","18,167,380","20,810,286"
ADL,ASP,1993,11,"12,985",120,86.0,"1,316","17,088,260","19,870,070"
ADL,ASP,1993,12,"13,022",125,83.4,"1,316","17,136,952","20,547,904"
ADL,ASP,1994,1,"12,863",124,82.1,"1,316","16,927,708","20,618,402"
ADL,ASP,1994,2,"11,407",112,82.7,"1,316","15,011,612","18,151,889"
ADL,ASP,1994,3,"13,715",128,86.2,"1,316","18,048,940","20,938,445"
ADL,ASP,1994,4,"12,890",124,84.4,"1,316","16,963,240","20,098,626"
ADL,ASP,1994,5,"12,107",128,77.2,"1,316","15,932,812","20,638,358"
ADL,ASP,1994,6,"13,110",124,85.2,"1,316","17,252,760","20,249,718"
ADL,BNE,1984,1,"3,781",32,89.8,"1,622","6,132,782","6,829,379"
ADL,BNE,1984,2,"2,302",31,64.2,"1,622","3,733,844","5,815,956"
ADL,BNE,1984,3,"2,731",38,62.3,"1,622","4,429,682","7,110,244"
ADL,BNE,1984,4,"3,198",36,72.8,"1,622","5,187,156","7,125,214"
ADL,BNE,1984,5,"3,378",34,76.6,"1,622","5,479,116","7,152,893"
ADL,BNE,1984,6,"2,820",38,60.8,"1,622","4,574,040","7,523,092"
ADL,BNE,1984,7,"3,183",40,65.2,"1,622","5,162,826","7,918,445"
ADL,BNE,1984,8,"3,662",39,75.6,"1,622","5,939,764","7,856,831"
ADL,BNE,1984,9,"3,897",39,74.3,"1,622","6,320,934","8,507,314"
ADL,BNE,1984,10,"3,192",39,69.8,"1,622","5,177,424","7,417,513"
ADL,BNE,1984,11,"2,531",34,62.2,"1,622","4,105,282","6,600,132"
ADL,BNE,1984,12,"3,737",35,87.6,"1,622","6,061,414","6,919,422"
ADL,BNE,1985,1,"4,025",31,99.2,"1,622","6,528,550","6,581,200"
ADL,BNE,1985,2,"2,045",33,54.5,"1,622","3,316,990","6,086,220"
ADL,BNE,1985,3,"2,701",38,56.5,"1,622","4,381,022","7,754,021"
ADL,BNE,1985,4,"2,257",29,65.3,"1,622","3,660,854","5,606,208"
ADL,BNE,1985,5,"3,009",33,74.0,"1,622","4,880,598","6,595,403"
ADL,BNE,1985,6,"2,706",33,69.2,"1,622","4,389,132","6,342,676"
ADL,BNE,1985,7,"3,491",41,68.4,"1,622","5,662,402","8,278,365"
ADL,BNE,1985,8,"4,074",45,75.8,"1,622","6,608,028","8,717,715"
ADL,BNE,1985,9,"4,018",41,81.8,"1,622","6,517,196","7,967,232"
ADL,BNE,1985,10,"3,462",40,73.1,"1,622","5,615,364","7,681,756"
ADL,BNE,1985,11,"3,741",47,70.0,"1,622","6,067,902","8,668,431"
ADL,BNE,1985,12,"3,888",40,81.1,"1,622","6,306,336","7,776,000"
ADL,BNE,1986,1,"4,997",42,96.5,"1,622","8,105,134","8,399,103"
ADL,BNE,1986,2,"2,462",33,63.7,"1,622","3,993,364","6,269,017"
ADL,BNE,1986,3,"3,692",43,78.5,"1,622","5,988,424","7,628,566"
ADL,BNE,1986,4,"3,776",44,75.7,"1,622","6,124,672","8,090,716"
ADL,BNE,1986,5,"4,313",49,77.6,"1,622","6,995,686","9,015,059"
ADL,BNE,1986,6,"3,335",41,71.9,"1,622","5,409,370","7,523,463"
ADL,BNE,1986,7,"3,136",41,65.8,"1,622","5,086,592","7,730,383"
ADL,BNE,1986,8,"4,982",52,84.7,"1,622","8,080,804","9,540,501"
ADL,BNE,1986,9,"4,397",49,78.5,"1,622","7,131,934","9,085,266"
ADL,BNE,1986,10,"4,441",50,75.9,"1,622","7,203,302","9,490,516"
ADL,BNE,1986,11,"3,727",48,68.2,"1,622","6,045,194","8,863,921"
ADL,BNE,1986,12,"4,951",50,79.7,"1,622","8,030,522","10,075,937"
ADL,BNE,1987,1,"5,332",52,85.3,"1,622","8,648,504","10,138,926"
ADL,BNE,1987,2,"3,213",45,60.3,"1,622","5,211,486","8,642,597"
ADL,BNE,1987,3,"4,067",57,62.4,"1,622","6,596,674","10,571,593"
ADL,BNE,1987,4,"4,912",57,76.0,"1,622","7,967,264","10,483,242"
ADL,BNE,1987,5,"4,322",58,67.2,"1,622","7,010,284","10,431,970"
ADL,BNE,1987,6,"3,859",53,66.5,"1,622","6,259,298","9,412,478"
ADL,BNE,1987,7,"5,949",68,74.9,"1,622","9,649,278","12,882,881"
ADL,BNE,1987,8,"5,607",71,71.3,"1,622","9,094,554","12,755,335"
ADL,BNE,1987,9,"6,085",70,77.6,"1,622","9,869,870","12,718,905"
ADL,BNE,1987,10,"6,102",70,76.8,"1,622","9,897,444","12,887,297"
ADL,BNE,1987,11,"6,040",77,66.9,"1,622","9,796,880","14,644,066"
ADL,BNE,1987,12,"6,247",67,78.4,"1,622","10,132,634","12,924,278"
ADL,BNE,1988,1,"6,580",62,91.0,"1,622","10,672,760","11,728,308"
ADL,BNE,1988,2,"4,326",58,64.3,"1,622","7,016,772","10,912,554"
ADL,BNE,1988,3,"5,040",65,69.6,"1,622","8,174,880","11,745,517"
ADL,BNE,1988,4,"5,330",59,80.9,"1,622","8,645,260","10,686,354"
ADL,BNE,1988,5,"6,745",72,83.7,"1,622","10,940,390","13,070,956"
ADL,BNE,1988,6,"6,281",64,87.0,"1,622","10,187,782","11,710,094"
ADL,BNE,1988,7,"7,759",74,94.6,"1,622","12,585,098","13,303,486"
ADL,BNE,1988,8,"7,189",70,90.0,"1,622","11,660,558","12,956,176"
ADL,BNE,1988,9,"7,218",66,95.9,"1,622","11,707,596","12,208,129"
ADL,BNE,1988,10,"7,432",72,92.3,"1,622","12,054,704","13,060,351"
ADL,BNE,1988,11,"6,006",68,76.6,"1,622","9,741,732","12,717,666"
ADL,BNE,1988,12,"5,719",62,82.9,"1,622","9,276,218","11,189,648"
ADL,BNE,1989,1,"6,705",71,84.9,"1,622","10,875,510","12,809,788"
ADL,BNE,1989,2,"4,921",62,72.7,"1,622","7,981,862","10,979,177"
ADL,BNE,1989,3,"5,315",68,72.5,"1,622","8,620,930","11,890,938"
ADL,BNE,1989,4,"6,282",75,76.7,"1,622","10,189,404","13,284,751"
ADL,BNE,1989,5,"5,036",67,69.7,"1,622","8,168,392","11,719,357"
ADL,BNE,1989,6,"5,818",73,72.3,"1,622","9,436,796","13,052,277"
ADL,BNE,1989,7,"7,457",86,78.4,"1,622","12,095,254","15,427,620"
ADL,BNE,1989,8,"3,408",41,74.2,"1,622","5,527,776","7,449,833"
ADL,BNE,1989,11,268,2,90.5,"1,622","434,696","480,327"
ADL,BNE,1989,12,0,1,0.0,"1,622",0,#DIV/0!
ADL,BNE,1990,1,193,2,87.3,"1,622","313,046","358,586"
ADL,BNE,1990,2,"1,577",18,75.8,"1,622","2,557,894","3,374,530"
ADL,BNE,1990,3,"2,946",31,81.9,"1,622","4,778,412","5,834,447"
ADL,BNE,1990,4,"3,672",35,89.6,"1,622","5,955,984","6,647,304"
ADL,BNE,1990,5,"3,518",48,67.2,"1,622","5,706,196","8,491,363"
ADL,BNE,1990,6,"4,220",48,78.5,"1,622","6,844,840","8,719,541"
ADL,BNE,1990,7,"6,040",67,80.9,"1,622","9,796,880","12,109,864"
ADL,BNE,1990,8,"7,007",79,78.9,"1,622","11,365,354","14,404,758"
ADL,BNE,1990,9,"7,518",79,85.9,"1,622","12,194,196","14,195,804"
ADL,BNE,1990,10,"8,559",88,87.0,"1,622","13,882,698","15,957,124"
ADL,BNE,1990,11,"8,106",99,73.5,"1,622","13,147,932","17,888,343"
ADL,BNE,1990,12,"8,449",91,82.9,"1,622","13,704,278","16,531,095"
ADL,BNE,1991,1,"9,730",95,93.2,"1,622","15,782,060","16,933,541"
